dataset,hidden_category,validated,query_idx,query_text,full_text,query_image_ref,target_image_ref,aggregate_label,aggregate_detail_label,aggregate_legacy_category,best_retriever_multimodal,best_retriever_text_only,best_retriever_image_only,support_multimodal,support_text_only,support_image_only,support_either_unimodal,rank_multimodal,rank_text_only,rank_image_only,hit_multimodal,hit_text_only,hit_image_only,invalid_text_query,invalid_image_query,invalid_target_image,query_too_broad,note
fashioniq,composition_required,true,87,Is longer with no straps and is much longer and dark.,"Find a fashion image that aligns with the reference image and style note.
Is longer with no straps and is much longer and dark.",mbeir_images/fashioniq_images/B00B5KMPA2.jpg,mbeir_images/fashioniq_images/B00B1G5SPY.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,mmembed,gemini_embedding_2,6,0,0,0,1,655,40,true,false,false,false,false,false,false,
fashioniq,composition_required,true,103,Has a shiny print with straps and is more shiny.,"Find a fashion image that aligns with the reference image and style note.
Has a shiny print with straps and is more shiny.",mbeir_images/fashioniq_images/B00BJ1NFNI.jpg,mbeir_images/fashioniq_images/B005FVRJMQ.jpg,composition_required,composition_required,multimodal_needed,lamra,qwen3vl2b_vllm,lamra,4,0,0,0,1,242,1660,true,false,false,false,false,false,false,
fashioniq,composition_required,true,109,Is dark blue and has silky looks and it is more gleaming and white.,"Find a fashion image that aligns with the reference image and style note.
Is dark blue and has silky looks and it is more gleaming and white.",mbeir_images/fashioniq_images/B009SI9OTS.jpg,mbeir_images/fashioniq_images/B00730ZGCM.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,mmembed,,6,0,0,0,1,154,11,true,false,false,false,false,false,false,
fashioniq,composition_required,true,114,Is dark colored and longer sleeves and is shorter and red with sleeves.,"Find a fashion image that aligns with the reference image and style note.
Is dark colored and longer sleeves and is shorter and red with sleeves.",mbeir_images/fashioniq_images/B0095QLSJW.jpg,mbeir_images/fashioniq_images/B00A16VH28.jpg,composition_required,composition_required,multimodal_needed,mmembed,mmembed,,1,0,0,0,8,741,119,true,false,false,false,false,false,false,
fashioniq,composition_required,true,154,Is darker purple and strapless and is shorter and more formal.,"Find a fashion image that aligns with the reference image and style note.
Is darker purple and strapless and is shorter and more formal.",mbeir_images/fashioniq_images/B00AD11FFU.jpg,mbeir_images/fashioniq_images/B00BJGW386.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,qwen3vl8b_vllm,vlm2vec_v2,2,0,0,0,7,12,186,true,false,false,false,false,false,false,
fashioniq,composition_required,true,164,Is more free and brighter and is off one sholder and fuller.,"Find a fashion image that aligns with the reference image and style note.
Is more free and brighter and is off one sholder and fuller.",mbeir_images/fashioniq_images/B00F4O129A.jpg,mbeir_images/fashioniq_images/B007G6BODI.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,qwen3vl8b_vllm,lamra_qwen25vl,2,0,0,0,2,44,134,true,false,false,false,false,false,false,
fashioniq,composition_required,true,167,Is solid pale green with cap sleeves and is short sleeved and scooped neck.,"Find a fashion image that aligns with the reference image and style note.
Is solid pale green with cap sleeves and is short sleeved and scooped neck.",mbeir_images/fashioniq_images/B00C2G1HCA.jpg,mbeir_images/fashioniq_images/B00AYR2L4M.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gemini_embedding_2,gemini_embedding_2,2,0,0,0,1,11,1701,true,false,false,false,false,false,false,
fashioniq,composition_required,true,189,Has more polka dots and is darker with polka dots.,"Find a fashion image that aligns with the reference image and style note.
Has more polka dots and is darker with polka dots.",mbeir_images/fashioniq_images/B00BIJGMD6.jpg,mbeir_images/fashioniq_images/B00CCC0B1C.jpg,composition_required,composition_required,multimodal_needed,voyage_multimodal_35,vlm2vec_v2,voyage_multimodal_35,2,0,0,0,2,450,47,true,false,false,false,false,false,false,
fashioniq,composition_required,true,200,Is yellow in color with shorter sleeves and much more colorful and striped.,"Find a fashion image that aligns with the reference image and style note.
Is yellow in color with shorter sleeves and much more colorful and striped.",mbeir_images/fashioniq_images/B0060JO9BG.jpg,mbeir_images/fashioniq_images/B007P1M3OI.jpg,composition_required,composition_required,multimodal_needed,e5_omni,qwen3vl2b_vllm,gemini_embedding_2,9,0,0,0,1,37,1726,true,false,false,false,false,false,false,
fashioniq,composition_required,true,201,Is more revealing and is a lighter color.,"Find a fashion image that aligns with the reference image and style note.
Is more revealing and is a lighter color.",mbeir_images/fashioniq_images/B0073HKUWG.jpg,mbeir_images/fashioniq_images/B00FXZX2I4.jpg,composition_required,composition_required,multimodal_needed,voyage_multimodal_35,gme_qwen2vl_retriever_2,voyage_multimodal_35,1,0,0,0,5,1231,340,true,false,false,false,false,false,false,
fashioniq,composition_required,true,207,Is lighter and is coral and less revealing.,"Find a fashion image that aligns with the reference image and style note.
Is lighter and is coral and less revealing.",mbeir_images/fashioniq_images/B00GCR5OPG.jpg,mbeir_images/fashioniq_images/B008TS39QC.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gemini_embedding_2,qwen3vl8b_vllm,5,0,0,0,2,206,322,true,false,false,false,false,false,false,
fashioniq,composition_required,true,216,Is long sleeves and biggest black striped and is darker and more striped and has longer sleeves.,"Find a fashion image that aligns with the reference image and style note.
Is long sleeves and biggest black striped and is darker and more striped and has longer sleeves.",mbeir_images/fashioniq_images/B006TAM4CW.jpg,mbeir_images/fashioniq_images/B0047Y0K0U.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,vlm2vec_v2,gemini_embedding_2,6,0,0,0,1,99,658,true,false,false,false,false,false,false,
fashioniq,composition_required,true,256,Is solid black in color and is black and long.,"Find a fashion image that aligns with the reference image and style note.
Is solid black in color and is black and long.",mbeir_images/fashioniq_images/B00C7N0BRU.jpg,mbeir_images/fashioniq_images/B00BM82UCK.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,lamra_qwen25vl,2,0,0,0,5,27,74,true,false,false,false,false,false,false,
fashioniq,composition_required,true,275,Has floral and long sleeves and has longer sleeves and a lighter pattern.,"Find a fashion image that aligns with the reference image and style note.
Has floral and long sleeves and has longer sleeves and a lighter pattern.",mbeir_images/fashioniq_images/B0054N0S6E.jpg,mbeir_images/fashioniq_images/B00DSI8WYW.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,vlm2vec_v2,vlm2vec_v2,1,0,0,0,9,132,584,true,false,false,false,false,false,false,
fashioniq,composition_required,true,283,Is body suit in solid color and is black and less revealing.,"Find a fashion image that aligns with the reference image and style note.
Is body suit in solid color and is black and less revealing.",mbeir_images/fashioniq_images/B00FZVANC4.jpg,mbeir_images/fashioniq_images/B00428LYOM.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,gemini_embedding_2,1,0,0,0,5,21,14653,true,false,false,false,false,false,false,
fashioniq,composition_required,true,301,Is black colored and has floral pattern and is darker and longer.,"Find a fashion image that aligns with the reference image and style note.
Is black colored and has floral pattern and is darker and longer.",mbeir_images/fashioniq_images/B004OHYU4M.jpg,mbeir_images/fashioniq_images/B008NHSU3G.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,qwen3vl2b_vllm,vlm2vec_v2,9,0,0,0,1,297,41,true,false,false,false,false,false,false,
fashioniq,composition_required,true,318,Has longer sleeves with darker color and is black and shinier.,"Find a fashion image that aligns with the reference image and style note.
Has longer sleeves with darker color and is black and shinier.",mbeir_images/fashioniq_images/B0071UPNJ0.jpg,mbeir_images/fashioniq_images/B007AAP4TK.jpg,composition_required,composition_required,multimodal_needed,mmembed,qwen3vl2b_vllm,,3,0,0,0,1,13,470,true,false,false,false,false,false,false,
fashioniq,composition_required,true,336,Is brown and more shiny and is brow.,"Find a fashion image that aligns with the reference image and style note.
Is brown and more shiny and is brow.",mbeir_images/fashioniq_images/B008GRR6II.jpg,mbeir_images/fashioniq_images/B008A4RNR6.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,vlm2vec_v2,rzen_embed,2,0,0,0,1,16,1564,true,false,false,false,false,false,false,
fashioniq,composition_required,true,366,Has a cold shoulder top and is red and longer.,"Find a fashion image that aligns with the reference image and style note.
Has a cold shoulder top and is red and longer.",mbeir_images/fashioniq_images/B00ATFWVKI.jpg,mbeir_images/fashioniq_images/B006WVGYAG.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,lamra,gme_qwen2vl_retriever_2,4,0,0,0,1,14,267,true,false,false,false,false,false,false,
fashioniq,composition_required,true,393,Has thicker straps and black colored and is darker colored with dots and covers shoulders.,"Find a fashion image that aligns with the reference image and style note.
Has thicker straps and black colored and is darker colored with dots and covers shoulders.",mbeir_images/fashioniq_images/B0085TUWRO.jpg,mbeir_images/fashioniq_images/B00383UG6E.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,e5_omni,1,0,0,0,6,27,1325,true,false,false,false,false,false,false,
fashioniq,composition_required,true,426,Is lighter with a floral print and is in a floral print design.,"Find a fashion image that aligns with the reference image and style note.
Is lighter with a floral print and is in a floral print design.",mbeir_images/fashioniq_images/B00ATFWVKI.jpg,mbeir_images/fashioniq_images/B005FMSW3U.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra,gme_qwen2vl_retriever_2,3,0,0,0,3,310,727,true,false,false,false,false,false,false,
fashioniq,composition_required,true,449,Is longer and solid black and is solid black.,"Find a fashion image that aligns with the reference image and style note.
Is longer and solid black and is solid black.",mbeir_images/fashioniq_images/B008VJ0Q2Y.jpg,mbeir_images/fashioniq_images/B00C3I0548.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,voyage_multimodal_35,gemini_embedding_2,1,0,0,0,5,21,354,true,false,false,false,false,false,false,
fashioniq,composition_required,true,510,Black and grey stripped dress and striped and short sleeved.,"Find a fashion image that aligns with the reference image and style note.
Black and grey stripped dress and striped and short sleeved.",mbeir_images/fashioniq_images/B00CIAE21S.jpg,mbeir_images/fashioniq_images/B00EIQK2XM.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,3,0,0,0,7,24,1541,true,false,false,false,false,false,false,
fashioniq,composition_required,true,519,Is dark blue colored and two straps and is black and not off the shoulder.,"Find a fashion image that aligns with the reference image and style note.
Is dark blue colored and two straps and is black and not off the shoulder.",mbeir_images/fashioniq_images/B009S3I7EG.jpg,mbeir_images/fashioniq_images/B007314UDM.jpg,composition_required,composition_required,multimodal_needed,lamra,rzen_embed,gemini_embedding_2,6,0,0,0,1,27,56,true,false,false,false,false,false,false,
fashioniq,composition_required,true,537,Has no sleeves and is gauzier and is longer.,"Find a fashion image that aligns with the reference image and style note.
Has no sleeves and is gauzier and is longer.",mbeir_images/fashioniq_images/B00AAD6KOM.jpg,mbeir_images/fashioniq_images/B007FWGBRW.jpg,composition_required,composition_required,multimodal_needed,lamra,lamra_qwen25vl,e5_omni,6,0,0,0,2,13,707,true,false,false,false,false,false,false,
fashioniq,composition_required,true,539,Is plain black and is shorter and is black and has a halter top.,"Find a fashion image that aligns with the reference image and style note.
Is plain black and is shorter and is black and has a halter top.",mbeir_images/fashioniq_images/B004X0VYKI.jpg,mbeir_images/fashioniq_images/B0098XU33E.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,qwen3vl8b_vllm,gemini_embedding_2,1,0,0,0,8,181,59,true,false,false,false,false,false,false,
fashioniq,composition_required,true,543,Has a yellow belt and is more fitting.,"Find a fashion image that aligns with the reference image and style note.
Has a yellow belt and is more fitting.",mbeir_images/fashioniq_images/B00499DHK8.jpg,mbeir_images/fashioniq_images/B00763VKX0.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,qwen3vl8b_vllm,gemini_embedding_2,3,0,0,0,2,12,421,true,false,false,false,false,false,false,
fashioniq,composition_required,true,548,Has a round strap along the neck and has a polka dot print.,"Find a fashion image that aligns with the reference image and style note.
Has a round strap along the neck and has a polka dot print.",mbeir_images/fashioniq_images/B006WM4LYG.jpg,mbeir_images/fashioniq_images/B003BNYA04.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,vlm2vec_v2,,8,0,0,0,1,16,258,true,false,false,false,false,false,false,
fashioniq,composition_required,true,565,Is a cream blouse and purple skirt and is a two-toned flowing purple.,"Find a fashion image that aligns with the reference image and style note.
Is a cream blouse and purple skirt and is a two-toned flowing purple.",mbeir_images/fashioniq_images/B008AIKMD4.jpg,mbeir_images/fashioniq_images/B00BVX94NO.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,voyage_multimodal_35,lamra_qwen25vl,3,0,0,0,2,14,2597,true,false,false,false,false,false,false,
fashioniq,composition_required,true,577,Is solid red and has longer sleeves and is more solid of a red color.,"Find a fashion image that aligns with the reference image and style note.
Is solid red and has longer sleeves and is more solid of a red color.",mbeir_images/fashioniq_images/B001EA86KQ.jpg,mbeir_images/fashioniq_images/B005JWELJU.jpg,composition_required,composition_required,multimodal_needed,mmembed,gemini_embedding_2,e5_omni,1,0,0,0,8,217,197,true,false,false,false,false,false,false,
fashioniq,composition_required,true,611,Has a ruffled bottome and has frills.,"Find a fashion image that aligns with the reference image and style note.
Has a ruffled bottome and has frills.",mbeir_images/fashioniq_images/B009COQRZW.jpg,mbeir_images/fashioniq_images/B00BY6HLDI.jpg,composition_required,composition_required,multimodal_needed,mmembed,qwen3vl8b_vllm,mmembed,8,0,0,0,1,11,104,true,false,false,false,false,false,false,
fashioniq,composition_required,true,642,Has no belt but buttons and is darker and is dark and polkadots.,"Find a fashion image that aligns with the reference image and style note.
Has no belt but buttons and is darker and is dark and polkadots.",mbeir_images/fashioniq_images/B0094KQ1NC.jpg,mbeir_images/fashioniq_images/B009QMD6UY.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,gemini_embedding_2,voyage_multimodal_35,2,0,0,0,4,23,61,true,false,false,false,false,false,false,
fashioniq,composition_required,true,672,Is a black cold shoulder short dress and not as form fitting and has a sleeve.,"Find a fashion image that aligns with the reference image and style note.
Is a black cold shoulder short dress and not as form fitting and has a sleeve.",mbeir_images/fashioniq_images/B00DJTS67S.jpg,mbeir_images/fashioniq_images/B00BLZGJ1W.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,rzen_embed,3,0,0,0,5,39,13,true,false,false,false,false,false,false,
fashioniq,composition_required,true,683,Is darker with a bright floral pattern and is darker with skinny straps.,"Find a fashion image that aligns with the reference image and style note.
Is darker with a bright floral pattern and is darker with skinny straps.",mbeir_images/fashioniq_images/B00A3PEX7S.jpg,mbeir_images/fashioniq_images/B00C5TA8F6.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,qwen3vl8b_vllm,gemini_embedding_2,3,0,0,0,3,13,32,true,false,false,false,false,false,false,
fashioniq,composition_required,true,716,Is sleeveless long loose dress and white and is white and less fitted.,"Find a fashion image that aligns with the reference image and style note.
Is sleeveless long loose dress and white and is white and less fitted.",mbeir_images/fashioniq_images/B007FG0Y8U.jpg,mbeir_images/fashioniq_images/B009CPQZ12.jpg,composition_required,composition_required,multimodal_needed,e5_omni,lamra_qwen25vl,qwen3vl8b_vllm,1,0,0,0,9,92,331,true,false,false,false,false,false,false,
fashioniq,composition_required,true,760,Is gray with a gray belt and it is less red and have both shoulder.,"Find a fashion image that aligns with the reference image and style note.
Is gray with a gray belt and it is less red and have both shoulder.",mbeir_images/fashioniq_images/B005KMQQFQ.jpg,mbeir_images/fashioniq_images/B005BU8MG8.jpg,composition_required,composition_required,multimodal_needed,mmembed,rzen_embed,mmembed,1,0,0,0,9,322,377,true,false,false,false,false,false,false,
fashioniq,composition_required,true,779,Is more red and is a solid color and is more red.,"Find a fashion image that aligns with the reference image and style note.
Is more red and is a solid color and is more red.",mbeir_images/fashioniq_images/B009S3GIV0.jpg,mbeir_images/fashioniq_images/B00595TNMM.jpg,composition_required,composition_required,multimodal_needed,voyage_multimodal_35,qwen3vl2b_vllm,voyage_multimodal_35,5,0,0,0,1,516,56,true,false,false,false,false,false,false,
fashioniq,composition_required,true,780,Strapless and blue print and is more floral and colorful.,"Find a fashion image that aligns with the reference image and style note.
Strapless and blue print and is more floral and colorful.",mbeir_images/fashioniq_images/B00BG3NQE2.jpg,mbeir_images/fashioniq_images/B004LKRWWO.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,qwen3vl8b_vllm,lamra_qwen25vl,4,0,0,0,4,15,516,true,false,false,false,false,false,false,
fashioniq,composition_required,true,782,Is a blue dress and is a longer length and a brighter color.,"Find a fashion image that aligns with the reference image and style note.
Is a blue dress and is a longer length and a brighter color.",mbeir_images/fashioniq_images/B0071MSFCU.jpg,mbeir_images/fashioniq_images/B00D6QTRRC.jpg,composition_required,composition_required,multimodal_needed,mmembed,mmembed,mmembed,1,0,0,0,10,11,9477,true,false,false,false,false,false,false,
fashioniq,composition_required,true,799,Is less shiny with a longer skirt and is dark a more fitted.,"Find a fashion image that aligns with the reference image and style note.
Is less shiny with a longer skirt and is dark a more fitted.",mbeir_images/fashioniq_images/B00CY8T80Y.jpg,mbeir_images/fashioniq_images/B00F4N004Y.jpg,composition_required,composition_required,multimodal_needed,mmembed,lamra,,1,0,0,0,6,245,57,true,false,false,false,false,false,false,
fashioniq,composition_required,true,804,Has no straps. It's solid black with ruffles and ruffled and darker.,"Find a fashion image that aligns with the reference image and style note.
Has no straps. It's solid black with ruffles and ruffled and darker.",mbeir_images/fashioniq_images/B004OHYU4M.jpg,mbeir_images/fashioniq_images/B006O39V3Y.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,qwen3vl8b_vllm,,7,0,0,0,1,25,67,true,false,false,false,false,false,false,
fashioniq,composition_required,true,813,Is tighter and fancier and tighter skirt and v neck.,"Find a fashion image that aligns with the reference image and style note.
Is tighter and fancier and tighter skirt and v neck.",mbeir_images/fashioniq_images/B00FBRGJKM.jpg,mbeir_images/fashioniq_images/B00FTA0HUE.jpg,composition_required,composition_required,multimodal_needed,lamra,qwen3vl2b_vllm,mmembed,1,0,0,0,8,82,1233,true,false,false,false,false,false,false,
fashioniq,composition_required,true,848,Has a polka dot pattern and is white.,"Find a fashion image that aligns with the reference image and style note.
Has a polka dot pattern and is white.",mbeir_images/fashioniq_images/B00BXB7LRA.jpg,mbeir_images/fashioniq_images/B00CGYK1MU.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gemini_embedding_2,gemini_embedding_2,8,0,0,0,1,69,25,true,false,false,false,false,false,false,
fashioniq,composition_required,true,864,Is more white and has a pattern and has a different color pattern.,"Find a fashion image that aligns with the reference image and style note.
Is more white and has a pattern and has a different color pattern.",mbeir_images/fashioniq_images/B008DS1E6K.jpg,mbeir_images/fashioniq_images/B008AEELZS.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,mmembed,1,0,0,0,3,69,1807,true,false,false,false,false,false,false,
fashioniq,composition_required,true,869,Is brighter blue and is sleeveless.,"Find a fashion image that aligns with the reference image and style note.
Is brighter blue and is sleeveless.",mbeir_images/fashioniq_images/B0090NZVZC.jpg,mbeir_images/fashioniq_images/B0065U2ZPW.jpg,composition_required,composition_required,multimodal_needed,lamra,gemini_embedding_2,gme_qwen2vl_retriever_2,7,0,0,0,1,64,37,true,false,false,false,false,false,false,
fashioniq,composition_required,true,883,Is more striped and more short and is shorter.,"Find a fashion image that aligns with the reference image and style note.
Is more striped and more short and is shorter.",mbeir_images/fashioniq_images/B007WA2VB2.jpg,mbeir_images/fashioniq_images/B008596SUO.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,qwen3vl8b_vllm,,2,0,0,0,7,37,1175,true,false,false,false,false,false,false,
fashioniq,composition_required,true,925,Is patterned with no belt and the dress is gray and pink and shorter.,"Find a fashion image that aligns with the reference image and style note.
Is patterned with no belt and the dress is gray and pink and shorter.",mbeir_images/fashioniq_images/B00DERHT5A.jpg,mbeir_images/fashioniq_images/B00B513RKS.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,qwen3vl8b_vllm,1,0,0,0,6,380,195,true,false,false,false,false,false,false,
fashioniq,composition_required,true,928,Is short and blue in color and and with no sleeves.,"Find a fashion image that aligns with the reference image and style note.
Is short and blue in color and and with no sleeves.",mbeir_images/fashioniq_images/B0052B66GY.jpg,mbeir_images/fashioniq_images/B008KYNQBI.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,qwen3vl2b_vllm,,1,0,0,0,1,163,4513,true,false,false,false,false,false,false,
fashioniq,composition_required,true,950,Is more sexy and whimsical and is longer and more casual.,"Find a fashion image that aligns with the reference image and style note.
Is more sexy and whimsical and is longer and more casual.",mbeir_images/fashioniq_images/B00AAD6KOM.jpg,mbeir_images/fashioniq_images/B00DQHXEO8.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,qwen3vl8b_vllm,mmembed,3,0,0,0,3,11,69,true,false,false,false,false,false,false,
fashioniq,composition_required,true,953,Less elegant warm and is tighter and light blue.,"Find a fashion image that aligns with the reference image and style note.
Less elegant warm and is tighter and light blue.",mbeir_images/fashioniq_images/B009S3H54Y.jpg,mbeir_images/fashioniq_images/B009S3I9A8.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,qwen3vl8b_vllm,qwen3vl8b_vllm,3,0,0,0,4,1093,74,true,false,false,false,false,false,false,
fashioniq,composition_required,true,957,Is solid black with small design and is black.,"Find a fashion image that aligns with the reference image and style note.
Is solid black with small design and is black.",mbeir_images/fashioniq_images/B009MB17B4.jpg,mbeir_images/fashioniq_images/B005917FDA.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,qwen3vl2b_vllm,qwen3vl8b_vllm,6,0,0,0,1,559,61,true,false,false,false,false,false,false,
fashioniq,composition_required,true,958,Is long with black spots and no sleeves and longer bottom.,"Find a fashion image that aligns with the reference image and style note.
Is long with black spots and no sleeves and longer bottom.",mbeir_images/fashioniq_images/B009CC9GUC.jpg,mbeir_images/fashioniq_images/B00DBDXEHY.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,mmembed,2,0,0,0,1,18,197,true,false,false,false,false,false,false,
fashioniq,composition_required,true,959,Off-shoulder and tighter fit and is solid light brown.,"Find a fashion image that aligns with the reference image and style note.
Off-shoulder and tighter fit and is solid light brown.",mbeir_images/fashioniq_images/B005WNQOQ4.jpg,mbeir_images/fashioniq_images/B007W9YZ9O.jpg,composition_required,composition_required,multimodal_needed,lamra,rzen_embed,,2,0,0,0,3,78,473,true,false,false,false,false,false,false,
fashioniq,composition_required,true,970,Is a white silk and has denim.,"Find a fashion image that aligns with the reference image and style note.
Is a white silk and has denim.",mbeir_images/fashioniq_images/B00C2D4XA6.jpg,mbeir_images/fashioniq_images/B008IGSFKK.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,gemini_embedding_2,gemini_embedding_2,2,0,0,0,1,11,1468,true,false,false,false,false,false,false,
