query_idx,query_id,aggregate_label,aggregate_detail_label,legacy_category,query_text,query_image_ref,primary_pos_cand_id,rank_multimodal,rank_text_only,rank_image_only,best_retriever_multimodal,best_retriever_text_only,best_retriever_image_only,support_multimodal,support_text_only,support_image_only,support_either_unimodal
17,7:18,unresolved,unresolved,multimodal_needed,Is off the shoulder with one shorter sleeve and has longer sleeves.,mbeir_images/fashioniq_images/B00CW6HT7W.jpg,7:6591,52,2978,26,lamra,mmembed,mmembed,0,0,0,0
18,7:19,unresolved,unresolved,multimodal_needed,Has more flair and smaller print and is shorter.,mbeir_images/fashioniq_images/B004VJ217Q.jpg,7:63097,476,1566,393,lamra,vlm2vec_v2,qwen3vl2b_vllm,0,0,0,0
20,7:21,unresolved,unresolved,multimodal_needed,Is light colored with shorter sleeves and leopard print with deeper neck.,mbeir_images/fashioniq_images/B0061IXDTU.jpg,7:23492,37,14,4882,qwen3vl2b_vllm,rzen_embed,gme_qwen2vl_retriever_2,0,0,0,0
21,7:22,unresolved,unresolved,multimodal_needed,Has more pattern and longer sleeves and has sleeves and is a print.,mbeir_images/fashioniq_images/B00B67ELUG.jpg,7:5428,100,53,2654,mmembed,rzen_embed,mmembed,0,0,0,0
22,7:23,unresolved,unresolved,multimodal_needed,Is white in color with short sleeves and is more plain.,mbeir_images/fashioniq_images/B00BFGBJ3K.jpg,7:61405,258,1561,4120,lamra_qwen25vl,qwen3vl8b_vllm,voyage_multimodal_35,0,0,0,0
23,7:24,composition_required,composition_required,multimodal_needed,Is more transparent and is more solid colored.,mbeir_images/fashioniq_images/B008UEW5RO.jpg,7:29747,3,908,15,rzen_embed,mmembed,e5_omni,2,0,0,0
24,7:25,unresolved,unresolved,multimodal_needed,Is lighter with a floral pattern and is blue with straps.,mbeir_images/fashioniq_images/B006CR1XG0.jpg,7:19491,35,144,1513,rzen_embed,e5_omni,gme_qwen2vl_retriever_2,0,0,0,0
25,7:26,unresolved,unresolved,multimodal_needed,Has longer sleeves and has stripes and has a higher neckline with sleeves.,mbeir_images/fashioniq_images/B00499DHK8.jpg,7:33673,22,480,2041,lamra_qwen25vl,gemini_embedding_2,gemini_embedding_2,0,0,0,0
26,7:27,unresolved,unresolved,multimodal_needed,Has more contrast and is sleeveless and lighter in color.,mbeir_images/fashioniq_images/B005AQCKBQ.jpg,7:34882,32,212,2312,lamra,gemini_embedding_2,vlm2vec_v2,0,0,0,0
28,7:29,unresolved,unresolved,multimodal_needed,Is darker and shorter in length and is sleeveless.,mbeir_images/fashioniq_images/B007G6BODI.jpg,7:27399,157,4918,1075,qwen3vl8b_vllm,qwen3vl2b_vllm,,0,0,0,0
29,7:30,unresolved,unresolved,multimodal_needed,Is shorter with longer sleeves and is shorter has three quarter length sleeves.,mbeir_images/fashioniq_images/B00BQVAVRY.jpg,7:6523,55,480,3085,rzen_embed,gemini_embedding_2,gemini_embedding_2,0,0,0,0
32,7:33,unresolved,unresolved,multimodal_needed,Is sleeveless and white with dark printed design and has a pattern.,mbeir_images/fashioniq_images/B00EXMSRW4.jpg,7:20307,210,321,705,lamra,mmembed,lamra_qwen25vl,0,0,0,0
34,7:35,composition_required,composition_required,multimodal_needed,Is light blue in color and has more blue.,mbeir_images/fashioniq_images/B00B7WGMXE.jpg,7:47647,1,31,60,gme_qwen2vl_retriever_2,gemini_embedding_2,voyage_multimodal_35,11,0,0,0
37,7:38,unresolved,unresolved,multimodal_needed,Is a black dress and the dress is black and not a shoe.,mbeir_images/fashioniq_images/B0054DKVWK.jpg,7:15068,470,677,746,,lamra,,0,0,0,0
39,7:40,composition_required,composition_required,multimodal_needed,Is brighter and longer and is pink and longer.,mbeir_images/fashioniq_images/B00B53A556.jpg,7:7416,4,66,357,qwen3vl8b_vllm,voyage_multimodal_35,mmembed,3,0,0,0
41,7:42,composition_required,composition_required,multimodal_needed,Is solid red and is red.,mbeir_images/fashioniq_images/B00FXZX2I4.jpg,7:37822,8,1825,113,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,gemini_embedding_2,2,0,0,0
42,7:43,unresolved,unresolved,multimodal_needed,Is longer darker and is longer and simplier.,mbeir_images/fashioniq_images/B00DOS53RA.jpg,7:45581,233,177,1999,lamra,rzen_embed,gemini_embedding_2,0,0,0,0
43,7:44,unresolved,unresolved,multimodal_needed,Gold and is short and cap sleeved with a black print.,mbeir_images/fashioniq_images/B00B3PUKMY.jpg,7:65278,35,207,4747,lamra,lamra,e5_omni,0,0,0,0
44,7:45,unresolved,unresolved,multimodal_needed,One shouldered grey dress and is more blue and has a slit.,mbeir_images/fashioniq_images/B00B923WCQ.jpg,7:38076,46,106,104,qwen3vl8b_vllm,lamra_qwen25vl,qwen3vl8b_vllm,0,0,0,0
45,7:46,composition_required,composition_required,multimodal_needed,Has a u shaped neck with sleeves and is black and patterned.,mbeir_images/fashioniq_images/B00DU6GJJC.jpg,7:43778,2,293,2606,qwen3vl8b_vllm,gemini_embedding_2,lamra,1,0,0,0
46,7:47,composition_required,composition_required,multimodal_needed,Is orange with thinner straps and is not patterned and orange.,mbeir_images/fashioniq_images/B009PXRLIW.jpg,7:52202,1,16,215,voyage_multimodal_35,lamra_qwen25vl,qwen3vl8b_vllm,10,0,0,0
48,7:49,composition_required,composition_required,multimodal_needed,Is pink and strapless and is bright pink colored.,mbeir_images/fashioniq_images/B0082BBVI4.jpg,7:38634,1,12,15,e5_omni,e5_omni,voyage_multimodal_35,11,0,0,0
49,7:50,unresolved,unresolved,multimodal_needed,Shorter skirt and na.,mbeir_images/fashioniq_images/B007ZDYK2E.jpg,7:614,2340,407,15779,lamra_qwen25vl,lamra_qwen25vl,lamra,0,0,0,0
50,7:51,unresolved,unresolved,multimodal_needed,Needs navy blue dress with shoulder straps and is blue with straps.,mbeir_images/fashioniq_images/B00BOPQZ86.jpg,7:46550,113,44,2296,e5_omni,lamra_qwen25vl,e5_omni,0,0,0,0
51,7:52,composition_required,composition_required,multimodal_needed,Less full skirt with slit to thigh and has a slit and is more form fitting.,mbeir_images/fashioniq_images/B00967AMPG.jpg,7:4051,1,54,74,gme_qwen2vl_retriever_2,rzen_embed,qwen3vl8b_vllm,9,0,0,0
53,7:54,composition_required,composition_required,multimodal_needed,Has long sleeves and patterned and is in brownish coloring.,mbeir_images/fashioniq_images/B002OEYH3Q.jpg,7:64829,2,28,996,rzen_embed,gemini_embedding_2,,4,0,0,0
55,7:56,composition_required,composition_required,multimodal_needed,Is brighter in color and is a light floral pattern.,mbeir_images/fashioniq_images/B00AOJVGYQ.jpg,7:50148,4,107,4436,vlm2vec_v2,gemini_embedding_2,mmembed,1,0,0,0
56,7:57,composition_required,composition_required,multimodal_needed,Is darker and longer and is plain black with waterfall hem and is more dressy.,mbeir_images/fashioniq_images/B00AWKKHOC.jpg,7:58149,4,42,112,gemini_embedding_2,gemini_embedding_2,vlm2vec_v2,5,0,0,0
57,7:58,unresolved,unresolved,multimodal_needed,With a black and is longer and blue and black.,mbeir_images/fashioniq_images/B00BAHX7Z2.jpg,7:5442,29,29,2688,gme_qwen2vl_retriever_2,rzen_embed,vlm2vec_v2,0,0,0,0
60,7:61,unresolved,unresolved,multimodal_needed,Is solid nude color and has straps instead of long sleeves and has two colors.,mbeir_images/fashioniq_images/B0092QK9AY.jpg,7:62904,312,193,3925,rzen_embed,gemini_embedding_2,gme_qwen2vl_retriever_2,0,0,0,0
62,7:63,composition_required,composition_required,multimodal_needed,Is a black dress with a shade of grey and is similar in black.,mbeir_images/fashioniq_images/B0081JJ9FO.jpg,7:68613,1,2057,12,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,qwen3vl8b_vllm,4,0,0,0
64,7:65,composition_required,composition_required,multimodal_needed,Is gold and shiny and is more ombre and less geometric.,mbeir_images/fashioniq_images/B00FZ00I7U.jpg,7:68902,1,11,402,gme_qwen2vl_retriever_2,lamra,lamra_qwen25vl,8,0,0,0
65,7:66,unresolved,unresolved,multimodal_needed,Is solid black and is long.,mbeir_images/fashioniq_images/B008VIR88U.jpg,7:28388,16,30,282,voyage_multimodal_35,voyage_multimodal_35,,0,0,0,0
66,7:67,composition_required,composition_required,multimodal_needed,Is offwhite with black belt and longer seethrough skirt and is white with a black belr.,mbeir_images/fashioniq_images/B0094QX5SK.jpg,7:53383,1,13,1498,lamra_qwen25vl,gemini_embedding_2,voyage_multimodal_35,4,0,0,0
67,7:68,unresolved,unresolved,multimodal_needed,And black and the shoulder straps more resemble a crop top.,mbeir_images/fashioniq_images/B001HK23KM.jpg,7:681,672,978,2618,mmembed,mmembed,mmembed,0,0,0,0
69,7:70,unresolved,unresolved,multimodal_needed,Is lighter and has shorter sleeves and is black and less revealing.,mbeir_images/fashioniq_images/B005DRAVT0.jpg,7:33755,1744,4469,5129,lamra,vlm2vec_v2,,0,0,0,0
70,7:71,unresolved,unresolved,multimodal_needed,Black with red belt and it is less black and has a shoulder off.,mbeir_images/fashioniq_images/B007B98014.jpg,7:41454,33,111,477,lamra_qwen25vl,qwen3vl8b_vllm,rzen_embed,0,0,0,0
71,7:72,composition_required,composition_required,multimodal_needed,Is grey with vertical designs and is darker in color.,mbeir_images/fashioniq_images/B007MLVQ1C.jpg,7:50253,1,141,76,gemini_embedding_2,qwen3vl8b_vllm,,3,0,0,0
72,7:73,unresolved,unresolved,multimodal_needed,Has shorter sleeves and is straight and is grey and belt-less.,mbeir_images/fashioniq_images/B00B2JJ15S.jpg,7:64944,443,5003,263,voyage_multimodal_35,gemini_embedding_2,voyage_multimodal_35,0,0,0,0
73,7:74,composition_required,composition_required,multimodal_needed,Is shorter with thin straps and is black and more wide.,mbeir_images/fashioniq_images/B004OLGO24.jpg,7:17832,4,170,330,lamra,rzen_embed,mmembed,3,0,0,0
74,7:75,unresolved,unresolved,multimodal_needed,Is less party like and has a white bodice and grey skirt.,mbeir_images/fashioniq_images/B004VLI08S.jpg,7:55411,73,336,5933,lamra,gemini_embedding_2,lamra,0,0,0,0
75,7:76,composition_required,composition_required,multimodal_needed,Knee length sleeved purple and red dress and longer.,mbeir_images/fashioniq_images/B006PA7Q4M.jpg,7:47590,3,27,217,lamra,gemini_embedding_2,voyage_multimodal_35,1,0,0,0
78,7:79,composition_required,composition_required,multimodal_needed,Is short and black with short sleeves and is black and not two pieces.,mbeir_images/fashioniq_images/B006UCQYMA.jpg,7:26404,1,39,295,lamra,qwen3vl8b_vllm,,7,0,0,0
81,7:82,unresolved,unresolved,multimodal_needed,Is a formal v necked gown and is v neck and longer.,mbeir_images/fashioniq_images/B002Z7FONO.jpg,7:32952,11,38,926,qwen3vl2b_vllm,gme_qwen2vl_retriever_2,qwen3vl2b_vllm,0,0,0,0
82,7:83,unresolved,unresolved,multimodal_needed,Is darker and has shorter sleeves and does not cover the sholders.,mbeir_images/fashioniq_images/B0054N0S6E.jpg,7:36430,3473,228,10602,mmembed,mmembed,lamra,0,0,0,0
83,7:84,unresolved,unresolved,multimodal_needed,Is white and less revealing and is white and same length all around bottom.,mbeir_images/fashioniq_images/B008596XXG.jpg,7:45363,26,73,141,gme_qwen2vl_retriever_2,qwen3vl8b_vllm,,0,0,0,0
86,7:87,composition_required,composition_required,multimodal_needed,Has more color contrast and is pink and black.,mbeir_images/fashioniq_images/B007W9ZSEA.jpg,7:53264,5,29,63,e5_omni,lamra_qwen25vl,e5_omni,3,0,0,0
87,7:88,composition_required,composition_required,multimodal_needed,Is longer with no straps and is much longer and dark.,mbeir_images/fashioniq_images/B00B5KMPA2.jpg,7:18322,1,655,40,vlm2vec_v2,mmembed,gemini_embedding_2,6,0,0,0
88,7:89,unresolved,unresolved,multimodal_needed,Has longer sleeves and is short sleeved and shorter.,mbeir_images/fashioniq_images/B002TKJL40.jpg,7:42929,31,277,553,qwen3vl8b_vllm,qwen3vl2b_vllm,vlm2vec_v2,0,0,0,0
89,7:90,unresolved,unresolved,multimodal_needed,Is below the knee and darker and and long.,mbeir_images/fashioniq_images/B00BT8N1DK.jpg,7:40848,88,401,2785,lamra,gemini_embedding_2,lamra,0,0,0,0
92,7:93,unresolved,unresolved,multimodal_needed,Is gray and shorter and is shorter and ruffled.,mbeir_images/fashioniq_images/B004OHYU4M.jpg,7:56959,12,74,94,gemini_embedding_2,qwen3vl2b_vllm,,0,0,0,0
93,7:94,unresolved,unresolved,multimodal_needed,Shorter sleeves and chevron striped and has chevron pattern.,mbeir_images/fashioniq_images/B00DQHXEO8.jpg,7:4150,12,230,283,voyage_multimodal_35,rzen_embed,voyage_multimodal_35,0,0,0,0
95,7:96,composition_required,composition_required,multimodal_needed,Has collars and empire waist.,mbeir_images/fashioniq_images/B003XQG930.jpg,7:60037,1,424,179,lamra_qwen25vl,lamra_qwen25vl,qwen3vl8b_vllm,2,0,0,0
96,7:97,unresolved,unresolved,multimodal_needed,Has short sleeves and has a peasant neckline and short sleeves.,mbeir_images/fashioniq_images/B007SOULGY.jpg,7:58416,68,136,3520,lamra_qwen25vl,qwen3vl8b_vllm,gemini_embedding_2,0,0,0,0
97,7:98,unresolved,unresolved,multimodal_needed,Is more revealing and has a more open top.,mbeir_images/fashioniq_images/B00D75WT4U.jpg,7:51443,344,347,1086,gme_qwen2vl_retriever_2,,rzen_embed,0,0,0,0
98,7:99,unresolved,unresolved,multimodal_needed,Is more casual and pink and pink empire waist.,mbeir_images/fashioniq_images/B008BHCS2C.jpg,7:5568,23,17,12565,lamra,lamra,,0,0,0,0
100,7:101,unresolved,unresolved,multimodal_needed,And handkerchief hemline and is more blue and longer.,mbeir_images/fashioniq_images/B008RMIF5A.jpg,7:7639,125,1128,491,lamra_qwen25vl,voyage_multimodal_35,mmembed,0,0,0,0
101,7:102,unresolved,unresolved,multimodal_needed,Is lighter and orange and sleeveless.,mbeir_images/fashioniq_images/B00AWKKHOC.jpg,7:9033,287,3425,2096,qwen3vl8b_vllm,voyage_multimodal_35,qwen3vl8b_vllm,0,0,0,0
102,7:103,unresolved,unresolved,multimodal_needed,Is green pattern and lightly pleated and has a floral print that is harder to see.,mbeir_images/fashioniq_images/B008E7IA12.jpg,7:49857,20,796,27,gemini_embedding_2,lamra_qwen25vl,lamra,0,0,0,0
103,7:104,composition_required,composition_required,multimodal_needed,Has a shiny print with straps and is more shiny.,mbeir_images/fashioniq_images/B00BJ1NFNI.jpg,7:61332,1,242,1660,lamra,qwen3vl2b_vllm,lamra,4,0,0,0
104,7:105,composition_required,composition_required,multimodal_needed,Is a lighter color and is solid white.,mbeir_images/fashioniq_images/B005FLWZCA.jpg,7:22874,3,1444,11,gme_qwen2vl_retriever_2,qwen3vl8b_vllm,qwen3vl8b_vllm,6,0,0,0
105,7:106,unresolved,unresolved,multimodal_needed,Has longer sleeves and lighter in color and is solid colors with short sleeves.,mbeir_images/fashioniq_images/B0030IMZ1G.jpg,7:33533,3968,760,31202,mmembed,mmembed,lamra_qwen25vl,0,0,0,0
108,7:109,unresolved,unresolved,multimodal_needed,Has a multi-colored pattern and is printed and shorter.,mbeir_images/fashioniq_images/B008LTJG3E.jpg,7:70353,47,158,3841,mmembed,gemini_embedding_2,mmembed,0,0,0,0
109,7:110,composition_required,composition_required,multimodal_needed,Is dark blue and has silky looks and it is more gleaming and white.,mbeir_images/fashioniq_images/B009SI9OTS.jpg,7:8190,1,154,11,lamra_qwen25vl,mmembed,,6,0,0,0
113,7:114,unresolved,unresolved,multimodal_needed,Has longer sleeves and is shorter and is shorter and less fitted.,mbeir_images/fashioniq_images/B006G35WJY.jpg,7:45102,425,1040,3386,qwen3vl2b_vllm,gemini_embedding_2,,0,0,0,0
114,7:115,composition_required,composition_required,multimodal_needed,Is dark colored and longer sleeves and is shorter and red with sleeves.,mbeir_images/fashioniq_images/B0095QLSJW.jpg,7:73874,8,741,119,mmembed,mmembed,,1,0,0,0
116,7:117,composition_required,composition_required,multimodal_needed,Is orange and has longer sleeves and is orange and has longer sleeves.,mbeir_images/fashioniq_images/B00FP87XX4.jpg,7:30143,5,49,5468,gme_qwen2vl_retriever_2,mmembed,voyage_multimodal_35,1,0,0,0
117,7:118,unresolved,unresolved,multimodal_needed,Has longer sleeves and has black and brown patterns.,mbeir_images/fashioniq_images/B00AKB3VPA.jpg,7:55445,19,366,1458,qwen3vl2b_vllm,lamra,,0,0,0,0
119,7:120,composition_required,composition_required,multimodal_needed,Is shorter with black belt and is shorter.,mbeir_images/fashioniq_images/B002DI8HQG.jpg,7:47747,1,624,339,lamra_qwen25vl,qwen3vl8b_vllm,,6,0,0,0
120,7:121,composition_required,composition_required,multimodal_needed,Is over one shoulder and pink and has a strap on online on side and is pink.,mbeir_images/fashioniq_images/B008B2OOQK.jpg,7:67622,1,12,179,gemini_embedding_2,gemini_embedding_2,voyage_multimodal_35,10,0,0,0
121,7:122,unresolved,unresolved,multimodal_needed,Is a shorter wrap around dress and has longer sleeves.,mbeir_images/fashioniq_images/B007XATMYA.jpg,7:39947,33,112,1261,qwen3vl8b_vllm,gemini_embedding_2,lamra_qwen25vl,0,0,0,0
122,7:123,composition_required,composition_required,multimodal_needed,Is a white dress with a short jacket and one shouldered.,mbeir_images/fashioniq_images/B0097J0RVC.jpg,7:40212,2,121,116,lamra_qwen25vl,gemini_embedding_2,mmembed,2,0,0,0
123,7:124,unresolved,unresolved,multimodal_needed,Is white in color and all white and long.,mbeir_images/fashioniq_images/B004YHIH28.jpg,7:26342,111,1380,1781,e5_omni,mmembed,voyage_multimodal_35,0,0,0,0
125,7:126,unresolved,unresolved,multimodal_needed,Is sexier and more revealing and it has no collar and has a shorter sleeve.,mbeir_images/fashioniq_images/B0016LHFE6.jpg,7:31849,17,4341,35,vlm2vec_v2,vlm2vec_v2,lamra_qwen25vl,0,0,0,0
126,7:127,composition_required,composition_required,multimodal_needed,Is more revealing and longer and it is longer and has no sleeves.,mbeir_images/fashioniq_images/B00EOW7882.jpg,7:55864,1,40,2286,mmembed,mmembed,e5_omni,3,0,0,0
127,7:128,unresolved,unresolved,multimodal_needed,Is light in color and stripped shoulder and and has one strap.,mbeir_images/fashioniq_images/B007SVFCAW.jpg,7:66681,428,4872,1110,lamra,e5_omni,vlm2vec_v2,0,0,0,0
130,7:131,composition_required,composition_required,multimodal_needed,Black and has a v shaped neck and is v necked and black.,mbeir_images/fashioniq_images/B004BDP1BA.jpg,7:16602,5,181,466,mmembed,gemini_embedding_2,gemini_embedding_2,1,0,0,0
132,7:133,unresolved,unresolved,multimodal_needed,Is more floral print and less striped and white.,mbeir_images/fashioniq_images/B007SV9A5A.jpg,7:63653,1054,2609,3816,voyage_multimodal_35,voyage_multimodal_35,e5_omni,0,0,0,0
133,7:134,composition_required,composition_required,multimodal_needed,Is more purple and elegant and is darker purple in colour.,mbeir_images/fashioniq_images/B00CAMMV5S.jpg,7:18308,5,57,93,lamra_qwen25vl,qwen3vl2b_vllm,,4,0,0,0
134,7:135,composition_required,composition_required,multimodal_needed,Is white with more open shoulder on sleeve and purple embellished dress.,mbeir_images/fashioniq_images/B00CY8S8P0.jpg,7:50887,9,1574,16,gemini_embedding_2,gemini_embedding_2,lamra_qwen25vl,2,0,0,0
135,7:136,unresolved,unresolved,multimodal_needed,Has longer sleeves and a shorter skirt and it shorter and has longer sleeves.,mbeir_images/fashioniq_images/B007TDELU6.jpg,7:60275,20,785,279,mmembed,qwen3vl8b_vllm,,0,0,0,0
136,7:137,unresolved,unresolved,multimodal_needed,Id darker with no sraps and is a black ruffles design.,mbeir_images/fashioniq_images/B00AZE7306.jpg,7:70806,108,1420,169,gemini_embedding_2,gemini_embedding_2,,0,0,0,0
137,7:138,composition_required,composition_required,multimodal_needed,Is more colorful and striped and more colorful and more casual.,mbeir_images/fashioniq_images/B00C7BSFX4.jpg,7:23464,3,691,1686,voyage_multimodal_35,qwen3vl8b_vllm,voyage_multimodal_35,1,0,0,0
138,7:139,unresolved,unresolved,multimodal_needed,I want something less revealing and brighter and it is red.,mbeir_images/fashioniq_images/B00B79JOJG.jpg,7:33644,67,45,5698,lamra_qwen25vl,rzen_embed,voyage_multimodal_35,0,0,0,0
139,7:140,unresolved,unresolved,multimodal_needed,Is white and larger and solid white and much longer.,mbeir_images/fashioniq_images/B00BOPQZ86.jpg,7:56473,29,373,496,gme_qwen2vl_retriever_2,vlm2vec_v2,lamra_qwen25vl,0,0,0,0
141,7:142,composition_required,composition_required,multimodal_needed,The dress in peach and white in color and has longer sleeves and is coral in color.,mbeir_images/fashioniq_images/B004LQ0GZ8.jpg,7:34978,6,34,7320,rzen_embed,mmembed,e5_omni,1,0,0,0
142,7:143,unresolved,unresolved,multimodal_needed,Is black in color and sexy dress and is black and more fitted.,mbeir_images/fashioniq_images/B006361ONM.jpg,7:58110,25,26,1984,lamra,gme_qwen2vl_retriever_2,qwen3vl8b_vllm,0,0,0,0
143,7:144,unresolved,unresolved,multimodal_needed,Is shorter and is off one shoulder and shorter.,mbeir_images/fashioniq_images/B006C4GIS6.jpg,7:72531,811,206,15548,lamra,lamra,qwen3vl8b_vllm,0,0,0,0
144,7:145,unresolved,unresolved,multimodal_needed,Is more colorful and looser and mover chest coverage and wider skirt.,mbeir_images/fashioniq_images/B007PPHY70.jpg,7:28945,13,344,71,lamra,gemini_embedding_2,mmembed,0,0,0,0
145,7:146,unresolved,unresolved,multimodal_needed,Has spaghetti straps and is red and is sleeveless and denim.,mbeir_images/fashioniq_images/B00B6PTBX0.jpg,7:25660,501,370,5835,qwen3vl8b_vllm,vlm2vec_v2,mmembed,0,0,0,0
146,7:147,unresolved,unresolved,multimodal_needed,Is brighter and longer in length and is longer and more formal.,mbeir_images/fashioniq_images/B00CF3BFWM.jpg,7:57504,53,88,587,qwen3vl2b_vllm,lamra_qwen25vl,lamra_qwen25vl,0,0,0,0
147,7:148,unresolved,unresolved,multimodal_needed,Is a darker color and has more red and more designs.,mbeir_images/fashioniq_images/B0069IWITS.jpg,7:39746,163,253,6610,gemini_embedding_2,e5_omni,gemini_embedding_2,0,0,0,0
148,7:149,unresolved,unresolved,multimodal_needed,And red pattern. With short sleeves and more yellow and thinner strap.,mbeir_images/fashioniq_images/B00BUVJTSC.jpg,7:2242,140,79,188,lamra_qwen25vl,rzen_embed,lamra,0,0,0,0
149,7:150,composition_required,composition_required,multimodal_needed,Has longer sleeves and has a different pattern and is lighter in color and longer sleeves.,mbeir_images/fashioniq_images/B00AYLAFOG.jpg,7:23964,9,124,1670,lamra,qwen3vl2b_vllm,lamra,1,0,0,0
150,7:151,unresolved,unresolved,multimodal_needed,Is less revealing and has a pattern and less of a V-neck.,mbeir_images/fashioniq_images/B001DXL1WY.jpg,7:34201,108,1351,464,rzen_embed,vlm2vec_v2,voyage_multimodal_35,0,0,0,0
151,7:152,unresolved,unresolved,multimodal_needed,Is solid white and high low and is slightly shorter and more colorful.,mbeir_images/fashioniq_images/B00F150ZXQ.jpg,7:54233,3399,6261,2893,qwen3vl2b_vllm,lamra,gemini_embedding_2,0,0,0,0
152,7:153,unresolved,unresolved,multimodal_needed,Has a more modest neck line and is solid black and shows less skin and has more black.,mbeir_images/fashioniq_images/B009CQNT6U.jpg,7:61748,341,595,2584,lamra_qwen25vl,gemini_embedding_2,lamra_qwen25vl,0,0,0,0
153,7:154,unresolved,unresolved,multimodal_needed,More dark black dress and is dark colored.,mbeir_images/fashioniq_images/B007TUE48S.jpg,7:30036,53,706,445,qwen3vl8b_vllm,voyage_multimodal_35,gemini_embedding_2,0,0,0,0
154,7:155,composition_required,composition_required,multimodal_needed,Is darker purple and strapless and is shorter and more formal.,mbeir_images/fashioniq_images/B00AD11FFU.jpg,7:10378,7,12,186,qwen3vl8b_vllm,qwen3vl8b_vllm,vlm2vec_v2,2,0,0,0
158,7:159,unresolved,unresolved,multimodal_needed,Is darker and less sheer and is solid black.,mbeir_images/fashioniq_images/B00B2FEFNU.jpg,7:58352,27,571,244,qwen3vl8b_vllm,vlm2vec_v2,,0,0,0,0
159,7:160,unresolved,unresolved,multimodal_needed,Is dark grey and longer sleeves and is black colored with patterns.,mbeir_images/fashioniq_images/B00BXK91FG.jpg,7:56626,102,2305,227,lamra_qwen25vl,qwen3vl8b_vllm,lamra,0,0,0,0
160,7:161,composition_required,composition_required,multimodal_needed,Is solid black with loose a tophalf and has long sleeves and is less form-fitting.,mbeir_images/fashioniq_images/B00DQ686X8.jpg,7:16307,2,142,1323,lamra,gemini_embedding_2,lamra_qwen25vl,1,0,0,0
