dataset,hidden_category,validated,query_idx,query_text,full_text,query_image_ref,target_image_ref,aggregate_label,aggregate_detail_label,aggregate_legacy_category,best_retriever_multimodal,best_retriever_text_only,best_retriever_image_only,support_multimodal,support_text_only,support_image_only,support_either_unimodal,rank_multimodal,rank_text_only,rank_image_only,hit_multimodal,hit_text_only,hit_image_only,invalid_text_query,invalid_image_query,invalid_target_image,query_too_broad,note
cirr,composition_required,true,256,Add trees to the background.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Add trees to the background.",mbeir_images/cirr_images/dev/dev-940-3-img0.jpg,mbeir_images/cirr_images/dev/dev-998-1-img0.jpg,composition_required,composition_required,multimodal_needed,e5_omni,e5_omni,gme_qwen2vl_retriever_2,1,0,0,0,7,1662,23,true,false,false,false,false,false,false,
cirr,composition_required,true,298,Gorilla rest on a trunk with green leaves behind it.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Gorilla rest on a trunk with green leaves behind it.",mbeir_images/cirr_images/dev/dev-149-1-img1.jpg,mbeir_images/cirr_images/dev/dev-747-3-img0.jpg,composition_required,composition_required,multimodal_needed,e5_omni,e5_omni,voyage_multimodal_35,1,0,0,0,10,18,14,true,false,false,false,false,false,false,can be solved with just text
cirr,composition_required,true,301,The target shows rice on a tupperware.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
The target shows rice on a tupperware.",mbeir_images/cirr_images/dev/dev-104-2-img0.jpg,mbeir_images/cirr_images/dev/dev-438-1-img1.jpg,composition_required,composition_required,multimodal_needed,lamra,lamra,qwen3vl8b_vllm,2,0,0,0,9,33,25,true,false,false,false,false,false,false,
cirr,composition_required,true,327,Brown dog looks up at the sky.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Brown dog looks up at the sky.",mbeir_images/cirr_images/dev/dev-118-0-img0.jpg,mbeir_images/cirr_images/dev/dev-752-3-img0.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,voyage_multimodal_35,mmembed,3,0,0,0,1,92,159,true,false,false,false,false,false,false,
cirr,composition_required,true,329,Goes from a black and white dog running to two dogs running.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Goes from a black and white dog running to two dogs running.",mbeir_images/cirr_images/dev/dev-346-1-img0.jpg,mbeir_images/cirr_images/dev/dev-150-2-img0.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,qwen3vl2b_vllm,lamra_qwen25vl,5,0,0,0,2,12,27,true,false,false,false,false,false,false,
cirr,composition_required,true,336,Add a puppy far smaller than the original dog.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Add a puppy far smaller than the original dog.",mbeir_images/cirr_images/dev/dev-150-2-img1.jpg,mbeir_images/cirr_images/dev/dev-150-0-img1.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,mmembed,7,0,0,0,1,87,13,true,false,false,false,false,false,false,
cirr,composition_required,true,345,Two dogs rests on a gray floor.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Two dogs rests on a gray floor.",mbeir_images/cirr_images/dev/dev-138-3-img1.jpg,mbeir_images/cirr_images/dev/dev-629-0-img0.jpg,composition_required,composition_required,multimodal_needed,mmembed,mmembed,gemini_embedding_2,7,0,0,0,2,26,26,true,false,false,false,false,false,false,
cirr,composition_required,true,360,"Remove black dog, add white carpet.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Remove black dog, add white carpet.",mbeir_images/cirr_images/dev/dev-150-0-img0.jpg,mbeir_images/cirr_images/dev/dev-138-1-img0.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,rzen_embed,,8,0,0,0,2,15,25,true,false,false,false,false,false,false,
cirr,composition_required,true,426,"Has a brand, has a smaller diameter, different color for the pump.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Has a brand, has a smaller diameter, different color for the pump.",mbeir_images/cirr_images/dev/dev-454-3-img0.jpg,mbeir_images/cirr_images/dev/dev-737-3-img0.jpg,composition_required,composition_required,multimodal_needed,e5_omni,e5_omni,gme_qwen2vl_retriever_2,3,0,0,0,6,12,18,true,false,false,false,false,false,false,
cirr,composition_required,true,499,"Change focus onto a singular wild wolf, must be in full profile view and looking to the left.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Change focus onto a singular wild wolf, must be in full profile view and looking to the left.",mbeir_images/cirr_images/dev/dev-158-2-img1.jpg,mbeir_images/cirr_images/dev/dev-158-3-img0.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,qwen3vl8b_vllm,mmembed,2,0,0,0,4,142,126,true,false,false,false,false,false,false,
cirr,composition_required,true,504,Animals blend with their background as they run across the field.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Animals blend with their background as they run across the field.",mbeir_images/cirr_images/dev/dev-158-3-img0.jpg,mbeir_images/cirr_images/dev/dev-214-1-img0.jpg,composition_required,composition_required,multimodal_needed,mmembed,lamra_qwen25vl,mmembed,1,0,0,0,6,40,363,true,false,false,false,false,false,false,can be solved with just text
cirr,composition_required,true,521,Add a dog with point ears and have them outside by a tree.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Add a dog with point ears and have them outside by a tree.",mbeir_images/cirr_images/dev/dev-1053-3-img1.jpg,mbeir_images/cirr_images/dev/dev-1046-0-img1.jpg,composition_required,composition_required,multimodal_needed,lamra,rzen_embed,gemini_embedding_2,6,0,0,0,1,35,33,true,false,false,false,false,false,false,
cirr,composition_required,true,533,Put a green fence behind the animal running in the field.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Put a green fence behind the animal running in the field.",mbeir_images/cirr_images/dev/dev-551-3-img1.jpg,mbeir_images/cirr_images/dev/dev-105-3-img0.jpg,composition_required,composition_required,multimodal_needed,mmembed,mmembed,lamra_qwen25vl,2,0,0,0,3,19,313,true,false,false,false,false,false,false,
cirr,composition_required,true,661,Red snow plow is seen in the middle of a street.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Red snow plow is seen in the middle of a street.",mbeir_images/cirr_images/dev/dev-1001-1-img1.jpg,mbeir_images/cirr_images/dev/dev-369-3-img1.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,vlm2vec_v2,voyage_multimodal_35,3,0,0,0,3,11,406,true,false,false,false,false,false,false,
cirr,composition_required,true,944,"Have a similar room, but in bright colors.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Have a similar room, but in bright colors.",mbeir_images/cirr_images/dev/dev-857-0-img1.jpg,mbeir_images/cirr_images/dev/dev-857-3-img0.jpg,composition_required,composition_required,multimodal_needed,,vlm2vec_v2,,3,0,0,0,8,482,11,true,false,false,false,false,false,false,
cirr,composition_required,true,1009,"One more dog, and they are smaller.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
One more dog, and they are smaller.",mbeir_images/cirr_images/dev/dev-45-0-img1.jpg,mbeir_images/cirr_images/dev/dev-25-3-img0.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,lamra,rzen_embed,6,0,0,0,3,24,171,true,false,false,false,false,false,false,
cirr,composition_required,true,1010,Only one dog and is far from the camera.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Only one dog and is far from the camera.",mbeir_images/cirr_images/dev/dev-25-3-img0.jpg,mbeir_images/cirr_images/dev/dev-119-0-img1.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gemini_embedding_2,qwen3vl2b_vllm,9,0,0,0,3,15,42,true,false,false,false,false,false,false,
cirr,composition_required,true,1022,Biggest dog smiling to the camera.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Biggest dog smiling to the camera.",mbeir_images/cirr_images/dev/dev-119-0-img1.jpg,mbeir_images/cirr_images/dev/dev-45-0-img1.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,lamra,mmembed,1,0,0,0,8,32,55,true,false,false,false,false,false,false,
cirr,composition_required,true,1081,Make the wolf stand upright and face the left of the image where all its legs are visible.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Make the wolf stand upright and face the left of the image where all its legs are visible.",mbeir_images/cirr_images/dev/dev-500-1-img1.jpg,mbeir_images/cirr_images/dev/dev-151-3-img0.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,e5_omni,qwen3vl8b_vllm,11,0,0,0,2,14,16,true,false,false,false,false,false,false,
cirr,composition_required,true,1085,"The colours are more brown, little windows instead.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
The colours are more brown, little windows instead.",mbeir_images/cirr_images/dev/dev-126-1-img0.jpg,mbeir_images/cirr_images/dev/dev-469-2-img0.jpg,composition_required,composition_required,multimodal_needed,lamra,qwen3vl2b_vllm,vlm2vec_v2,4,0,0,0,2,21,12,true,false,false,false,false,false,false,
cirr,composition_required,true,1097,Put a vase to the left of the room.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Put a vase to the left of the room.",mbeir_images/cirr_images/dev/dev-487-0-img1.jpg,mbeir_images/cirr_images/dev/dev-126-2-img1.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,gemini_embedding_2,gemini_embedding_2,5,0,0,0,3,14,11,true,false,false,false,false,false,false,
cirr,composition_required,true,1167,Add three more dogs.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Add three more dogs.",mbeir_images/cirr_images/dev/dev-1017-1-img0.jpg,mbeir_images/cirr_images/dev/dev-1017-0-img1.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,mmembed,gemini_embedding_2,10,0,0,0,1,82,23,true,false,false,false,false,false,false,
cirr,composition_required,true,1169,"Remove all but one dog, lighten the color and have someone holding it.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Remove all but one dog, lighten the color and have someone holding it.",mbeir_images/cirr_images/dev/dev-1017-0-img1.jpg,mbeir_images/cirr_images/dev/dev-1017-1-img1.jpg,composition_required,composition_required,multimodal_needed,lamra,qwen3vl2b_vllm,gemini_embedding_2,11,0,0,0,1,11,28,true,false,false,false,false,false,false,
cirr,composition_required,true,1197,Remove one glass and add a white background.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Remove one glass and add a white background.",mbeir_images/cirr_images/dev/dev-131-2-img1.jpg,mbeir_images/cirr_images/dev/dev-792-2-img1.jpg,composition_required,composition_required,multimodal_needed,e5_omni,e5_omni,e5_omni,7,0,0,0,6,22,19,true,false,false,false,false,false,false,
cirr,composition_required,true,1200,The target photo is a thinner version of the same dog walking on the hardwood floor of a house.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
The target photo is a thinner version of the same dog walking on the hardwood floor of a house.",mbeir_images/cirr_images/dev/dev-1017-3-img1.jpg,mbeir_images/cirr_images/dev/dev-982-0-img1.jpg,composition_required,composition_required,multimodal_needed,mmembed,qwen3vl2b_vllm,mmembed,3,0,0,0,2,27,35,true,false,false,false,false,false,false,
cirr,composition_required,true,1208,"Unlike a puppy on a table, I want a puppy on the hardwood flooring facing the camera.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Unlike a puppy on a table, I want a puppy on the hardwood flooring facing the camera.",mbeir_images/cirr_images/dev/dev-1017-2-img0.jpg,mbeir_images/cirr_images/dev/dev-982-0-img1.jpg,composition_required,composition_required,multimodal_needed,mmembed,qwen3vl2b_vllm,lamra,4,0,0,0,3,16,35,true,false,false,false,false,false,false,
cirr,composition_required,true,1231,Person in gray shirt stands behind dog.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Person in gray shirt stands behind dog.",mbeir_images/cirr_images/dev/dev-951-2-img1.jpg,mbeir_images/cirr_images/dev/dev-1017-3-img0.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,vlm2vec_v2,mmembed,1,0,0,0,10,188,57,true,false,false,false,false,false,false,
cirr,composition_required,true,1239,Woman stands with the animals.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Woman stands with the animals.",mbeir_images/cirr_images/dev/dev-359-2-img0.jpg,mbeir_images/cirr_images/dev/dev-181-0-img1.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,voyage_multimodal_35,qwen3vl2b_vllm,10,0,0,0,1,66,130,true,false,false,false,false,false,false,
cirr,composition_required,true,1280,Be less decorated and more colorful.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Be less decorated and more colorful.",mbeir_images/cirr_images/dev/dev-13-3-img0.jpg,mbeir_images/cirr_images/dev/dev-296-2-img0.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,lamra_qwen25vl,rzen_embed,3,0,0,0,4,29,23,true,false,false,false,false,false,false,
cirr,composition_required,true,1320,"Be the same dog, but biting something.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Be the same dog, but biting something.",mbeir_images/cirr_images/dev/dev-184-2-img0.jpg,mbeir_images/cirr_images/dev/dev-1053-1-img1.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,e5_omni,9,0,0,0,1,23,113,true,false,false,false,false,false,false,
cirr,composition_required,true,1330,One dog on a beach.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
One dog on a beach.",mbeir_images/cirr_images/dev/dev-1020-1-img0.jpg,mbeir_images/cirr_images/dev/dev-907-2-img1.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,vlm2vec_v2,gemini_embedding_2,9,0,0,0,1,14,11,true,false,false,false,false,false,false,
cirr,composition_required,true,1331,"The target is a towel, not two pillows.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
The target is a towel, not two pillows.",mbeir_images/cirr_images/dev/dev-525-1-img0.jpg,mbeir_images/cirr_images/dev/dev-185-3-img1.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,voyage_multimodal_35,9,0,0,0,1,15,66,true,false,false,false,false,false,false,
cirr,composition_required,true,1332,The target shows a pencil case.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
The target shows a pencil case.",mbeir_images/cirr_images/dev/dev-185-3-img1.jpg,mbeir_images/cirr_images/dev/dev-62-3-img0.jpg,composition_required,composition_required,multimodal_needed,e5_omni,lamra,e5_omni,1,0,0,0,7,23,114,true,false,false,false,false,false,false,
cirr,composition_required,true,1349,Put the bottle of fragrance in front of the box.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Put the bottle of fragrance in front of the box.",mbeir_images/cirr_images/dev/dev-137-1-img0.jpg,mbeir_images/cirr_images/dev/dev-594-3-img0.jpg,composition_required,composition_required,multimodal_needed,e5_omni,e5_omni,vlm2vec_v2,3,0,0,0,6,11,498,true,false,false,false,false,false,false,
cirr,composition_required,true,1356,Show image with coffee cup between two hands.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Show image with coffee cup between two hands.",mbeir_images/cirr_images/dev/dev-1023-3-img1.jpg,mbeir_images/cirr_images/dev/dev-1023-0-img1.jpg,composition_required,composition_required,multimodal_needed,e5_omni,mmembed,mmembed,8,0,0,0,1,33,23,true,false,false,false,false,false,false,
cirr,composition_required,true,1369,"Her face is facing the camera, only one woman.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Her face is facing the camera, only one woman.",mbeir_images/cirr_images/dev/dev-1025-3-img1.jpg,mbeir_images/cirr_images/dev/dev-590-0-img1.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,voyage_multimodal_35,mmembed,3,0,0,0,9,165,36,true,false,false,false,false,false,false,
cirr,composition_required,true,1390,No chairs or tables present.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
No chairs or tables present.",mbeir_images/cirr_images/dev/dev-249-3-img0.jpg,mbeir_images/cirr_images/dev/dev-34-1-img1.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,voyage_multimodal_35,2,0,0,0,2,53,82,true,false,false,false,false,false,false,
cirr,composition_required,true,1424,Replace the location in lake view rather making on forest region.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Replace the location in lake view rather making on forest region.",mbeir_images/cirr_images/dev/dev-243-3-img0.jpg,mbeir_images/cirr_images/dev/dev-243-0-img0.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gme_qwen2vl_retriever_2,gemini_embedding_2,4,0,0,0,3,768,11,true,false,false,false,false,false,false,
cirr,composition_required,true,1446,Brown animal with its shadow behind it looks upward.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Brown animal with its shadow behind it looks upward.",mbeir_images/cirr_images/dev/dev-355-1-img0.jpg,mbeir_images/cirr_images/dev/dev-211-1-img0.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,qwen3vl2b_vllm,gemini_embedding_2,2,0,0,0,4,22,218,true,false,false,false,false,false,false,
cirr,composition_required,true,1499,Target on dinning table with photo mounted wall in window corner rather showing sliding doors.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Target on dinning table with photo mounted wall in window corner rather showing sliding doors.",mbeir_images/cirr_images/dev/dev-249-2-img1.jpg,mbeir_images/cirr_images/dev/dev-706-1-img0.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,gme_qwen2vl_retriever_2,lamra,1,0,0,0,10,41,39,true,false,false,false,false,false,false,
cirr,composition_required,true,1512,Replace dinning table instead of couch near ventilators with ceiling lights.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Replace dinning table instead of couch near ventilators with ceiling lights.",mbeir_images/cirr_images/dev/dev-811-3-img0.jpg,mbeir_images/cirr_images/dev/dev-249-3-img0.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,gemini_embedding_2,,4,0,0,0,2,11,89,true,false,false,false,false,false,false,
cirr,composition_required,true,1553,Make monkey to face across camera surrounded by more leaves in inkwell effect.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Make monkey to face across camera surrounded by more leaves in inkwell effect.",mbeir_images/cirr_images/dev/dev-327-1-img0.jpg,mbeir_images/cirr_images/dev/dev-665-0-img0.jpg,composition_required,composition_required,multimodal_needed,mmembed,qwen3vl8b_vllm,mmembed,2,0,0,0,9,17,30,true,false,false,false,false,false,false,
cirr,composition_required,true,1575,No curtains and less furniture.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
No curtains and less furniture.",mbeir_images/cirr_images/dev/dev-252-0-img0.jpg,mbeir_images/cirr_images/dev/dev-249-0-img0.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra,vlm2vec_v2,3,0,0,0,2,106,26,true,false,false,false,false,false,false,"Seems legit hard, I could find 4-5 other candidates that looked acceptable too, and still the target seems to be the most plausible."
cirr,composition_required,true,1576,"Less windows, zoomed in and similar curtains.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Less windows, zoomed in and similar curtains.",mbeir_images/cirr_images/dev/dev-252-0-img0.jpg,mbeir_images/cirr_images/dev/dev-469-0-img1.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,vlm2vec_v2,gemini_embedding_2,3,0,0,0,3,33,16,true,false,false,false,false,false,false,
cirr,composition_required,true,1594,Hang a wood door on the rod.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Hang a wood door on the rod.",mbeir_images/cirr_images/dev/dev-213-3-img0.jpg,mbeir_images/cirr_images/dev/dev-256-3-img1.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,gemini_embedding_2,lamra_qwen25vl,1,0,0,0,9,17,99,true,false,false,false,false,false,false,
cirr,composition_required,true,1637,Show the side view of animal on the brown hills.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Show the side view of animal on the brown hills.",mbeir_images/cirr_images/dev/dev-214-3-img1.jpg,mbeir_images/cirr_images/dev/dev-356-1-img0.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,e5_omni,rzen_embed,6,0,0,0,1,38,63,true,false,false,false,false,false,false,
cirr,composition_required,true,1659,Three more dogs and they are all bigger.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Three more dogs and they are all bigger.",mbeir_images/cirr_images/dev/dev-255-2-img0.jpg,mbeir_images/cirr_images/dev/dev-255-0-img1.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,qwen3vl8b_vllm,gemini_embedding_2,5,0,0,0,1,23,29,true,false,false,false,false,false,false,
cirr,composition_required,true,1660,"Only one dog, different kind and face is zoomed in.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Only one dog, different kind and face is zoomed in.",mbeir_images/cirr_images/dev/dev-255-0-img1.jpg,mbeir_images/cirr_images/dev/dev-45-0-img1.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,lamra,qwen3vl2b_vllm,2,0,0,0,3,79,169,true,false,false,false,false,false,false,
cirr,composition_required,true,1670,Remove one dog from image and make background with white bedsheets.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Remove one dog from image and make background with white bedsheets.",mbeir_images/cirr_images/dev/dev-9-2-img0.jpg,mbeir_images/cirr_images/dev/dev-255-2-img0.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,gemini_embedding_2,gemini_embedding_2,3,0,0,0,8,40,74,true,false,false,false,false,false,false,
cirr,composition_required,true,1690,Increase the age of the dog and make it stand on grass.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Increase the age of the dog and make it stand on grass.",mbeir_images/cirr_images/dev/dev-238-0-img1.jpg,mbeir_images/cirr_images/dev/dev-205-2-img1.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,mmembed,gemini_embedding_2,10,0,0,0,1,34,47,true,false,false,false,false,false,false,
cirr,composition_required,true,1696,Show more of the background of the dog on the grass.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Show more of the background of the dog on the grass.",mbeir_images/cirr_images/dev/dev-664-3-img1.jpg,mbeir_images/cirr_images/dev/dev-167-2-img1.jpg,composition_required,composition_required,multimodal_needed,lamra,gme_qwen2vl_retriever_2,vlm2vec_v2,10,0,0,0,3,183,18,true,false,false,false,false,false,false,Aggregate multimodal includes identical image as the target image
cirr,composition_required,true,1701,Bigger dog and grassy background.,"Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Bigger dog and grassy background.",mbeir_images/cirr_images/dev/dev-255-3-img0.jpg,mbeir_images/cirr_images/dev/dev-205-2-img1.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,rzen_embed,voyage_multimodal_35,11,0,0,0,1,298,11,true,false,false,false,false,false,false,A very similar image to the target image is present in the aggregate multimodal
cirr,composition_required,true,1777,"Remove the stick from the monkeys mouth, have it facing left while holding a baby monkey.","Retrieve a day-to-day image that aligns with the modification instructions of the provided image.
Remove the stick from the monkeys mouth, have it facing left while holding a baby monkey.",mbeir_images/cirr_images/dev/dev-216-3-img0.jpg,mbeir_images/cirr_images/dev/dev-327-1-img0.jpg,composition_required,composition_required,multimodal_needed,e5_omni,rzen_embed,,3,0,0,0,5,37,72,true,false,false,false,false,false,false,
