dataset,hidden_category,validated,query_idx,query_text,full_text,query_image_ref,target_image_ref,aggregate_label,aggregate_detail_label,aggregate_legacy_category,best_retriever_multimodal,best_retriever_text_only,best_retriever_image_only,support_multimodal,support_text_only,support_image_only,support_either_unimodal,rank_multimodal,rank_text_only,rank_image_only,hit_multimodal,hit_text_only,hit_image_only,invalid_text_query,invalid_image_query,invalid_target_image,query_too_broad,note
lasco,composition_required,true,585,There are three sections of track,There are three sections of track,LASCO/val2014/COCO_val2014_000000251211.jpg,LASCO/val2014/COCO_val2014_000000435742.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,rzen_embed,,1,0,0,0,9,41,45,true,false,false,false,false,false,false,
lasco,composition_required,true,600,There are 12 kids in the picture,There are 12 kids in the picture,LASCO/val2014/COCO_val2014_000000083134.jpg,LASCO/val2014/COCO_val2014_000000259761.jpg,composition_required,composition_required,multimodal_needed,mmembed,qwen3vl8b_vllm,voyage_multimodal_35,4,0,0,0,6,36,29,true,false,false,false,false,false,false,
lasco,composition_required,true,683,Change the weather to cloudy.,Change the weather to cloudy.,LASCO/val2014/COCO_val2014_000000304012.jpg,LASCO/val2014/COCO_val2014_000000133693.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,rzen_embed,,1,0,0,0,6,106,64,true,false,false,false,false,false,false,
lasco,composition_required,true,775,The girl should be holding a tennis racket,The girl should be holding a tennis racket,LASCO/val2014/COCO_val2014_000000543045.jpg,LASCO/val2014/COCO_val2014_000000033221.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,rzen_embed,rzen_embed,1,0,0,0,6,72,104,true,false,false,false,false,false,false,
lasco,composition_required,true,806,A picture is above the fireplace,A picture is above the fireplace,LASCO/val2014/COCO_val2014_000000494913.jpg,LASCO/val2014/COCO_val2014_000000222635.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,rzen_embed,gme_qwen2vl_retriever_2,3,0,0,0,2,14,34,true,false,false,false,false,false,false,
lasco,composition_required,true,845,The bucket on the table has fries in it,The bucket on the table has fries in it,LASCO/val2014/COCO_val2014_000000519558.jpg,LASCO/val2014/COCO_val2014_000000050829.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,gme_qwen2vl_retriever_2,mmembed,2,0,0,0,8,23,358,true,false,false,false,false,false,false,
lasco,composition_required,true,942,This is a train crossing,This is a train crossing,LASCO/val2014/COCO_val2014_000000182423.jpg,LASCO/val2014/COCO_val2014_000000245051.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,rzen_embed,voyage_multimodal_35,1,0,0,0,7,18,218,true,false,false,false,false,false,false,
lasco,composition_required,true,1059,The sky should be gray,The sky should be gray,LASCO/val2014/COCO_val2014_000000173138.jpg,LASCO/val2014/COCO_val2014_000000059743.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,qwen3vl8b_vllm,gemini_embedding_2,1,0,0,0,9,1036,39,true,false,false,false,false,false,false,
lasco,composition_required,true,1145,The orange ring is for shading,The orange ring is for shading,LASCO/val2014/COCO_val2014_000000046497.jpg,LASCO/val2014/COCO_val2014_000000205253.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gme_qwen2vl_retriever_2,,1,0,0,0,9,314,53,true,false,false,false,false,false,false,
lasco,composition_required,true,1180,There are 60 plates,There are 60 plates,LASCO/val2014/COCO_val2014_000000066231.jpg,LASCO/val2014/COCO_val2014_000000323100.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,voyage_multimodal_35,rzen_embed,2,0,0,0,9,192,16,true,false,false,false,false,false,false,
lasco,composition_required,true,1297,The wall is green,The wall is green,LASCO/val2014/COCO_val2014_000000124236.jpg,LASCO/val2014/COCO_val2014_000000552883.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,mmembed,vlm2vec_v2,1,0,0,0,9,15,539,true,false,false,false,false,false,false,
lasco,composition_required,true,1446,I see six people,I see six people,LASCO/val2014/COCO_val2014_000000371829.jpg,LASCO/val2014/COCO_val2014_000000405365.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,e5_omni,2,0,0,0,7,504,40,true,false,false,false,false,false,false,
lasco,composition_required,true,1576,There should be bananas,There should be bananas,LASCO/val2014/COCO_val2014_000000490405.jpg,LASCO/val2014/COCO_val2014_000000230598.jpg,composition_required,composition_required,multimodal_needed,voyage_multimodal_35,voyage_multimodal_35,e5_omni,1,0,0,0,9,177,12,true,false,false,false,false,false,false,
lasco,composition_required,true,1750,The microwave is on top of the refrigerator,The microwave is on top of the refrigerator,LASCO/val2014/COCO_val2014_000000407614.jpg,LASCO/val2014/COCO_val2014_000000453302.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,qwen3vl8b_vllm,vlm2vec_v2,3,0,0,0,3,11,11,true,false,false,false,false,false,false,
lasco,composition_required,true,1794,There is a tomato on this sandwich,There is a tomato on this sandwich,LASCO/val2014/COCO_val2014_000000543224.jpg,LASCO/val2014/COCO_val2014_000000179273.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,voyage_multimodal_35,voyage_multimodal_35,2,0,0,0,7,19,65,true,false,false,false,false,false,false,
lasco,composition_required,true,1895,Change to skis,Change to skis,LASCO/val2014/COCO_val2014_000000105518.jpg,LASCO/val2014/COCO_val2014_000000068166.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,qwen3vl8b_vllm,e5_omni,1,0,0,0,10,12,695,true,false,false,false,false,false,false,
lasco,composition_required,true,1899,The top and bottom plates are both full,The top and bottom plates are both full,LASCO/val2014/COCO_val2014_000000211282.jpg,LASCO/val2014/COCO_val2014_000000431398.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,qwen3vl8b_vllm,gme_qwen2vl_retriever_2,1,0,0,0,4,49,27,true,false,false,false,false,false,false,
lasco,composition_required,true,2095,The woman is holding a phone.,The woman is holding a phone.,LASCO/val2014/COCO_val2014_000000078701.jpg,LASCO/val2014/COCO_val2014_000000564091.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,qwen3vl8b_vllm,qwen3vl8b_vllm,1,0,0,0,3,66,431,true,false,false,false,false,false,false,
lasco,composition_required,true,2171,There are 2 players on the court,There are 2 players on the court,LASCO/val2014/COCO_val2014_000000050975.jpg,LASCO/val2014/COCO_val2014_000000039405.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,vlm2vec_v2,gemini_embedding_2,1,0,0,0,9,22,70,true,false,false,false,false,false,false,
lasco,composition_required,true,2269,There are six stories in the building,There are six stories in the building,LASCO/val2014/COCO_val2014_000000150309.jpg,LASCO/val2014/COCO_val2014_000000565929.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,e5_omni,lamra,3,0,0,0,8,213,19,true,false,false,false,false,false,false,
lasco,composition_required,true,2280,The dogs are riding the bikes,The dogs are riding the bikes,LASCO/val2014/COCO_val2014_000000049881.jpg,LASCO/val2014/COCO_val2014_000000263146.jpg,composition_required,composition_required,multimodal_needed,mmembed,lamra_qwen25vl,gme_qwen2vl_retriever_2,1,0,0,0,10,18,912,true,false,false,false,false,false,false,
lasco,composition_required,true,2314,An airplane is visible in the image,An airplane is visible in the image,LASCO/val2014/COCO_val2014_000000565485.jpg,LASCO/val2014/COCO_val2014_000000001525.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,vlm2vec_v2,rzen_embed,1,0,0,0,4,36,399,true,false,false,false,false,false,false,
lasco,composition_required,true,2500,All giraffes are looking left,All giraffes are looking left,LASCO/val2014/COCO_val2014_000000079011.jpg,LASCO/val2014/COCO_val2014_000000539908.jpg,composition_required,composition_required,multimodal_needed,mmembed,rzen_embed,mmembed,1,0,0,0,6,13,14,true,false,false,false,false,false,false,
lasco,composition_required,true,2649,The amount of clouds in the sky is few.,The amount of clouds in the sky is few.,LASCO/val2014/COCO_val2014_000000393840.jpg,LASCO/val2014/COCO_val2014_000000190767.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,qwen3vl8b_vllm,voyage_multimodal_35,3,0,0,0,2,15,30,true,false,false,false,false,false,false,
lasco,composition_required,true,2889,The license plate number is 189brx,The license plate number is 189brx,LASCO/val2014/COCO_val2014_000000250730.jpg,LASCO/val2014/COCO_val2014_000000024343.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,gemini_embedding_2,qwen3vl8b_vllm,2,0,0,0,6,228,53,true,false,false,false,false,false,false,
lasco,composition_required,true,2980,Change the sign to read 'distance',Change the sign to read 'distance',LASCO/val2014/COCO_val2014_000000533625.jpg,LASCO/val2014/COCO_val2014_000000274233.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,lamra,mmembed,3,0,0,0,4,32,20,true,false,false,false,false,false,false,
lasco,composition_required,true,3195,Change the number of people in the water to 1,Change the number of people in the water to 1,LASCO/val2014/COCO_val2014_000000041247.jpg,LASCO/val2014/COCO_val2014_000000319342.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,lamra_qwen25vl,qwen3vl8b_vllm,3,0,0,0,5,99,37,true,false,false,false,false,false,false,
lasco,composition_required,true,3233,Remove all Blue Angel aircraft from the picture,Remove all Blue Angel aircraft from the picture,LASCO/val2014/COCO_val2014_000000036196.jpg,LASCO/val2014/COCO_val2014_000000408112.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,qwen3vl8b_vllm,,2,0,0,0,6,101,18,true,false,false,false,false,false,false,
lasco,composition_required,true,3281,This bike is made for a woman,This bike is made for a woman,LASCO/val2014/COCO_val2014_000000509822.jpg,LASCO/val2014/COCO_val2014_000000190447.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,lamra,qwen3vl8b_vllm,3,0,0,0,6,16,11,true,false,false,false,false,false,false,
lasco,composition_required,true,3458,The giraffe is not being fed by anyone,The giraffe is not being fed by anyone,LASCO/val2014/COCO_val2014_000000376236.jpg,LASCO/val2014/COCO_val2014_000000011202.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,lamra_qwen25vl,,1,0,0,0,3,21,11,true,false,false,false,false,false,false,
lasco,composition_required,true,3794,There are no trees at the back,There are no trees at the back,LASCO/val2014/COCO_val2014_000000367881.jpg,LASCO/val2014/COCO_val2014_000000407019.jpg,composition_required,composition_required,multimodal_needed,mmembed,gemini_embedding_2,mmembed,1,0,0,0,9,3833,16,true,false,false,false,false,false,false,
lasco,composition_required,true,3837,The animal should be standing,The animal should be standing,LASCO/val2014/COCO_val2014_000000009214.jpg,LASCO/val2014/COCO_val2014_000000250758.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,2,0,0,0,4,126,51,true,false,false,false,false,false,false,
lasco,composition_required,true,3884,The room is not spacious,The room is not spacious,LASCO/val2014/COCO_val2014_000000508899.jpg,LASCO/val2014/COCO_val2014_000000546934.jpg,composition_required,composition_required,multimodal_needed,mmembed,lamra,qwen3vl8b_vllm,1,0,0,0,10,147,27,true,false,false,false,false,false,false,
lasco,composition_required,true,3891,Add a plane to the sky,Add a plane to the sky,LASCO/val2014/COCO_val2014_000000129440.jpg,LASCO/val2014/COCO_val2014_000000303603.jpg,composition_required,composition_required,multimodal_needed,mmembed,qwen3vl8b_vllm,,1,0,0,0,3,81,370,true,false,false,false,false,false,false,
lasco,composition_required,true,3894,There is a man who is not dressed like the others,There is a man who is not dressed like the others,LASCO/val2014/COCO_val2014_000000007050.jpg,LASCO/val2014/COCO_val2014_000000142971.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gme_qwen2vl_retriever_2,gemini_embedding_2,1,0,0,0,9,1507,32,true,false,false,false,false,false,false,
lasco,composition_required,true,4027,The woman should be wearing a bandana on her head,The woman should be wearing a bandana on her head,LASCO/val2014/COCO_val2014_000000160501.jpg,LASCO/val2014/COCO_val2014_000000293554.jpg,composition_required,composition_required,multimodal_needed,voyage_multimodal_35,gemini_embedding_2,gme_qwen2vl_retriever_2,4,0,0,0,4,15,34,true,false,false,false,false,false,false,
lasco,composition_required,true,4058,The turquoise visor is not visible,The turquoise visor is not visible,LASCO/val2014/COCO_val2014_000000090284.jpg,LASCO/val2014/COCO_val2014_000000039551.jpg,composition_required,composition_required,multimodal_needed,,qwen3vl8b_vllm,,2,0,0,0,8,14,12,true,false,false,false,false,false,false,
lasco,composition_required,true,4087,The walls are tan.,The walls are tan.,LASCO/val2014/COCO_val2014_000000009170.jpg,LASCO/val2014/COCO_val2014_000000384901.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,qwen3vl2b_vllm,,1,0,0,0,6,28,85,true,false,false,false,false,false,false,
lasco,composition_required,true,4153,The primary color scheme should be red,The primary color scheme should be red,LASCO/val2014/COCO_val2014_000000201775.jpg,LASCO/val2014/COCO_val2014_000000034830.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,qwen3vl8b_vllm,gemini_embedding_2,8,0,0,0,1,65,17,true,false,false,false,false,false,false,
lasco,composition_required,true,4312,The motorcycle is sitting on the wood,The motorcycle is sitting on the wood,LASCO/val2014/COCO_val2014_000000444926.jpg,LASCO/val2014/COCO_val2014_000000120810.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,vlm2vec_v2,rzen_embed,1,0,0,0,9,12,27,true,false,false,false,false,false,false,
lasco,composition_required,true,4328,This entree is called cheesecake,This entree is called cheesecake,LASCO/val2014/COCO_val2014_000000160012.jpg,LASCO/val2014/COCO_val2014_000000021686.jpg,composition_required,composition_required,multimodal_needed,mmembed,mmembed,qwen3vl2b_vllm,1,0,0,0,4,32,414,true,false,false,false,false,false,false,
lasco,composition_required,true,4457,"The man is using a bike, not a motorcycle","The man is using a bike, not a motorcycle",LASCO/val2014/COCO_val2014_000000037209.jpg,LASCO/val2014/COCO_val2014_000000315564.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,lamra_qwen25vl,qwen3vl8b_vllm,3,0,0,0,3,11,30,true,false,false,false,false,false,false,
lasco,composition_required,true,4479,The man should run for frisbee,The man should run for frisbee,LASCO/val2014/COCO_val2014_000000256868.jpg,LASCO/val2014/COCO_val2014_000000428263.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,qwen3vl2b_vllm,vlm2vec_v2,4,0,0,0,7,211,106,true,false,false,false,false,false,false,
lasco,composition_required,true,4520,The man should not be holding an umbrella,The man should not be holding an umbrella,LASCO/val2014/COCO_val2014_000000032861.jpg,LASCO/val2014/COCO_val2014_000000444324.jpg,composition_required,composition_required,multimodal_needed,mmembed,vlm2vec_v2,mmembed,1,0,0,0,5,52,29,true,false,false,false,false,false,false,
lasco,composition_required,true,4564,Put the kettle on the stove,Put the kettle on the stove,LASCO/val2014/COCO_val2014_000000174887.jpg,LASCO/val2014/COCO_val2014_000000571808.jpg,composition_required,composition_required,multimodal_needed,lamra,rzen_embed,lamra,2,0,0,0,10,16,12,true,false,false,false,false,false,false,
lasco,composition_required,true,4757,The animal on the left is a dog,The animal on the left is a dog,LASCO/val2014/COCO_val2014_000000096530.jpg,LASCO/val2014/COCO_val2014_000000079229.jpg,composition_required,composition_required,multimodal_needed,mmembed,gme_qwen2vl_retriever_2,rzen_embed,1,0,0,0,5,261,30,true,false,false,false,false,false,false,
lasco,composition_required,true,4847,Put the oranges on the shelf,Put the oranges on the shelf,LASCO/val2014/COCO_val2014_000000448012.jpg,LASCO/val2014/COCO_val2014_000000194140.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,voyage_multimodal_35,gemini_embedding_2,2,0,0,0,6,18,12,true,false,false,false,false,false,false,
lasco,composition_required,true,5009,You don't have to be quiet in this building,You don't have to be quiet in this building,LASCO/val2014/COCO_val2014_000000033006.jpg,LASCO/val2014/COCO_val2014_000000175382.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,rzen_embed,rzen_embed,1,0,0,0,6,241,49,true,false,false,false,false,false,false,
lasco,composition_required,true,5078,There are no balloons in the air,There are no balloons in the air,LASCO/val2014/COCO_val2014_000000436605.jpg,LASCO/val2014/COCO_val2014_000000395083.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,e5_omni,voyage_multimodal_35,1,0,0,0,9,22,27,true,false,false,false,false,false,false,
lasco,composition_required,true,5133,Five people should be in the water,Five people should be in the water,LASCO/val2014/COCO_val2014_000000488377.jpg,LASCO/val2014/COCO_val2014_000000078429.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,e5_omni,gemini_embedding_2,3,0,0,0,6,17,69,true,false,false,false,false,false,false,
lasco,composition_required,true,5134,The sun is below the horizon in the picture,The sun is below the horizon in the picture,LASCO/val2014/COCO_val2014_000000280079.jpg,LASCO/val2014/COCO_val2014_000000167593.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,lamra_qwen25vl,lamra,2,0,0,0,4,15,167,true,false,false,false,false,false,false,
lasco,composition_required,true,5147,Paper towels are being displayed on the table,Paper towels are being displayed on the table,LASCO/val2014/COCO_val2014_000000001149.jpg,LASCO/val2014/COCO_val2014_000000122549.jpg,composition_required,composition_required,multimodal_needed,qwen3vl2b_vllm,qwen3vl2b_vllm,gemini_embedding_2,1,0,0,0,10,13,667,true,false,false,false,false,false,false,
lasco,composition_required,true,5183,The door is opened,The door is opened,LASCO/val2014/COCO_val2014_000000183348.jpg,LASCO/val2014/COCO_val2014_000000360540.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,lamra,gme_qwen2vl_retriever_2,2,0,0,0,7,622,14,true,false,false,false,false,false,false,
lasco,composition_required,true,5211,The railing around the pen should be silver,The railing around the pen should be silver,LASCO/val2014/COCO_val2014_000000218752.jpg,LASCO/val2014/COCO_val2014_000000422729.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,lamra,e5_omni,1,0,0,0,7,17,23,true,false,false,false,false,false,false,
lasco,composition_required,true,5274,"This photo was taken in London, England.","This photo was taken in London, England.",LASCO/val2014/COCO_val2014_000000315072.jpg,LASCO/val2014/COCO_val2014_000000299044.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,gme_qwen2vl_retriever_2,qwen3vl2b_vllm,1,0,0,0,7,65,53,true,false,false,false,false,false,false,
lasco,composition_required,true,5433,The wall color should be brown,The wall color should be brown,LASCO/val2014/COCO_val2014_000000069773.jpg,LASCO/val2014/COCO_val2014_000000388528.jpg,composition_required,composition_required,multimodal_needed,voyage_multimodal_35,voyage_multimodal_35,,3,0,0,0,2,271,18,true,false,false,false,false,false,false,
lasco,composition_required,true,5502,The skateboard is at a standstill,The skateboard is at a standstill,LASCO/val2014/COCO_val2014_000000300842.jpg,LASCO/val2014/COCO_val2014_000000430096.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,rzen_embed,qwen3vl8b_vllm,1,0,0,0,6,16,15,true,false,false,false,false,false,false,
lasco,composition_required,true,5586,The trees should be brown,The trees should be brown,LASCO/val2014/COCO_val2014_000000412876.jpg,LASCO/val2014/COCO_val2014_000000444913.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,qwen3vl8b_vllm,lamra_qwen25vl,1,0,0,0,8,362,22,true,false,false,false,false,false,false,
lasco,composition_required,true,5641,The man is holding a beer in his right hand,The man is holding a beer in his right hand,LASCO/val2014/COCO_val2014_000000264919.jpg,LASCO/val2014/COCO_val2014_000000345139.jpg,composition_required,composition_required,multimodal_needed,mmembed,mmembed,mmembed,1,0,0,0,4,11,62,true,false,false,false,false,false,false,
lasco,composition_required,true,5648,There is 1 green object in the image,There is 1 green object in the image,LASCO/val2014/COCO_val2014_000000568925.jpg,LASCO/val2014/COCO_val2014_000000038630.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,rzen_embed,gemini_embedding_2,1,0,0,0,6,4942,101,true,false,false,false,false,false,false,
lasco,composition_required,true,5652,This meal is for a small child,This meal is for a small child,LASCO/val2014/COCO_val2014_000000310302.jpg,LASCO/val2014/COCO_val2014_000000348973.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,qwen3vl8b_vllm,,2,0,0,0,3,49,247,true,false,false,false,false,false,false,
lasco,composition_required,true,5687,Change the light's reflection to a car,Change the light's reflection to a car,LASCO/val2014/COCO_val2014_000000421952.jpg,LASCO/val2014/COCO_val2014_000000046870.jpg,composition_required,composition_required,multimodal_needed,mmembed,mmembed,vlm2vec_v2,6,0,0,0,5,52,18,true,false,false,false,false,false,false,
lasco,composition_required,true,5747,The person is wearing a purple shirt,The person is wearing a purple shirt,LASCO/val2014/COCO_val2014_000000009171.jpg,LASCO/val2014/COCO_val2014_000000061747.jpg,composition_required,composition_required,multimodal_needed,mmembed,gme_qwen2vl_retriever_2,gemini_embedding_2,3,0,0,0,2,84,61,true,false,false,false,false,false,false,
lasco,composition_required,true,5771,There is only one man,There is only one man,LASCO/val2014/COCO_val2014_000000387773.jpg,LASCO/val2014/COCO_val2014_000000471858.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,rzen_embed,lamra_qwen25vl,1,0,0,0,4,1009,36,true,false,false,false,false,false,false,
lasco,composition_required,true,5992,The cat is on the floor,The cat is on the floor,LASCO/val2014/COCO_val2014_000000540669.jpg,LASCO/val2014/COCO_val2014_000000337180.jpg,composition_required,composition_required,multimodal_needed,mmembed,mmembed,gemini_embedding_2,1,0,0,0,2,24,15,true,false,false,false,false,false,false,
lasco,composition_required,true,6221,The bus is red and white,The bus is red and white,LASCO/val2014/COCO_val2014_000000035966.jpg,LASCO/val2014/COCO_val2014_000000478240.jpg,composition_required,composition_required,multimodal_needed,lamra_qwen25vl,e5_omni,,3,0,0,0,3,20,17,true,false,false,false,false,false,false,
lasco,composition_required,true,6275,All men should not be wearing hoods,All men should not be wearing hoods,LASCO/val2014/COCO_val2014_000000175506.jpg,LASCO/val2014/COCO_val2014_000000087479.jpg,composition_required,composition_required,multimodal_needed,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,gemini_embedding_2,2,0,0,0,9,176,27,true,false,false,false,false,false,false,
lasco,composition_required,true,6277,The clock reads 1:10,The clock reads 1:10,LASCO/val2014/COCO_val2014_000000145093.jpg,LASCO/val2014/COCO_val2014_000000526256.jpg,composition_required,composition_required,multimodal_needed,vlm2vec_v2,qwen3vl2b_vllm,qwen3vl8b_vllm,2,0,0,0,5,51,26,true,false,false,false,false,false,false,
lasco,composition_required,true,6285,There is one animal,There is one animal,LASCO/val2014/COCO_val2014_000000487095.jpg,LASCO/val2014/COCO_val2014_000000259382.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gemini_embedding_2,gemini_embedding_2,1,0,0,0,6,229,20,true,false,false,false,false,false,false,
lasco,composition_required,true,6297,The woman's shirt has a floral pattern,The woman's shirt has a floral pattern,LASCO/val2014/COCO_val2014_000000454199.jpg,LASCO/val2014/COCO_val2014_000000226147.jpg,composition_required,composition_required,multimodal_needed,qwen3vl8b_vllm,voyage_multimodal_35,qwen3vl2b_vllm,1,0,0,0,2,55,32,true,false,false,false,false,false,false,
lasco,composition_required,true,6317,The person is holding a kite,The person is holding a kite,LASCO/val2014/COCO_val2014_000000560646.jpg,LASCO/val2014/COCO_val2014_000000430529.jpg,composition_required,composition_required,multimodal_needed,rzen_embed,rzen_embed,lamra,4,0,0,0,3,97,73,true,false,false,false,false,false,false,
lasco,composition_required,true,6557,This is kitesurfing,This is kitesurfing,LASCO/val2014/COCO_val2014_000000491058.jpg,LASCO/val2014/COCO_val2014_000000532481.jpg,composition_required,composition_required,multimodal_needed,mmembed,lamra,e5_omni,2,0,0,0,8,12,1158,true,false,false,false,false,false,false,
lasco,composition_required,true,6564,Change the design on the mousepad to dkt,Change the design on the mousepad to dkt,LASCO/val2014/COCO_val2014_000000182755.jpg,LASCO/val2014/COCO_val2014_000000351597.jpg,composition_required,composition_required,multimodal_needed,gemini_embedding_2,gemini_embedding_2,mmembed,3,0,0,0,2,13,17,true,false,false,false,false,false,false,
