query_idx,query_id,aggregate_label,aggregate_detail_label,legacy_category,query_text,query_image_ref,primary_pos_cand_id,rank_multimodal,rank_text_only,rank_image_only,best_retriever_multimodal,best_retriever_text_only,best_retriever_image_only,support_multimodal,support_text_only,support_image_only,support_either_unimodal
129,,composition_required,composition_required,multimodal_needed,Change the color of the man's pants to be blue,val2014/COCO_val2014_000000554006.jpg,lasco_img_369840,7,121,14,rzen_embed,e5_omni,lamra,1,0,0,0
131,,unresolved,unresolved,multimodal_needed,Brick walls should not be seen,val2014/COCO_val2014_000000030942.jpg,lasco_img_111409,254,5663,134,qwen3vl8b_vllm,voyage_multimodal_35,qwen3vl8b_vllm,0,0,0,0
132,,unresolved,unresolved,multimodal_needed,That's a High Definition TV,val2014/COCO_val2014_000000295134.jpg,lasco_img_534733,88,92,76,lamra_qwen25vl,qwen3vl8b_vllm,lamra,0,0,0,0
134,,unresolved,unresolved,multimodal_needed,The person who lives here likes clutter,val2014/COCO_val2014_000000295134.jpg,lasco_img_315790,75,54,78,qwen3vl8b_vllm,qwen3vl2b_vllm,gemini_embedding_2,0,0,0,0
135,,unresolved,unresolved,multimodal_needed,These motorbikes shouldn't be expensive,val2014/COCO_val2014_000000279887.jpg,lasco_img_408624,655,760,839,e5_omni,e5_omni,e5_omni,0,0,0,0
137,,unresolved,unresolved,multimodal_needed,This flight cannot be the result of a ski jump,val2014/COCO_val2014_000000297698.jpg,lasco_img_450774,368,498,867,rzen_embed,gemini_embedding_2,rzen_embed,0,0,0,0
139,,unresolved,unresolved,multimodal_needed,The sport being played is snowboarding,val2014/COCO_val2014_000000493442.jpg,lasco_img_184978,23,44,46,qwen3vl8b_vllm,gemini_embedding_2,gemini_embedding_2,0,0,0,0
141,,unresolved,unresolved,multimodal_needed,No natural light,val2014/COCO_val2014_000000039512.jpg,lasco_img_189305,80,2352,78,lamra_qwen25vl,qwen3vl8b_vllm,vlm2vec_v2,0,0,0,0
143,,unresolved,unresolved,multimodal_needed,The cows are in the field,val2014/COCO_val2014_000000570693.jpg,lasco_img_332318,26,57,53,mmembed,lamra,vlm2vec_v2,0,0,0,0
144,,unresolved,unresolved,multimodal_needed,The background should be clouds,val2014/COCO_val2014_000000401068.jpg,lasco_img_375554,60,3044,144,qwen3vl8b_vllm,qwen3vl8b_vllm,qwen3vl8b_vllm,0,0,0,0
145,,composition_required,composition_required,multimodal_needed,The shape on the rider's chest is a star,val2014/COCO_val2014_000000401068.jpg,lasco_img_313093,5,16,14,qwen3vl2b_vllm,mmembed,rzen_embed,4,0,0,0
146,,unresolved,unresolved,multimodal_needed,This is not a factory machine,val2014/COCO_val2014_000000146601.jpg,lasco_img_21400,2297,2777,4088,gme_qwen2vl_retriever_2,qwen3vl2b_vllm,,0,0,0,0
147,,unresolved,unresolved,multimodal_needed,The bottom corner should say the year,val2014/COCO_val2014_000000058393.jpg,lasco_img_288075,167,3147,187,voyage_multimodal_35,gme_qwen2vl_retriever_2,lamra,0,0,0,0
150,,composition_required,composition_required,multimodal_needed,You are already in front of the building,val2014/COCO_val2014_000000318671.jpg,lasco_img_316968,8,2832,22,gemini_embedding_2,lamra,,1,0,0,0
151,,unresolved,unresolved,multimodal_needed,There are two horses in the picture,val2014/COCO_val2014_000000318671.jpg,lasco_img_102355,17,480,20,,voyage_multimodal_35,,0,0,0,0
153,,unresolved,unresolved,multimodal_needed,This person should not be near a body of water,val2014/COCO_val2014_000000151739.jpg,lasco_img_418701,11517,9676,11972,qwen3vl8b_vllm,,,0,0,0,0
155,,unresolved,unresolved,multimodal_needed,The young man is not preparing to serve the ball,val2014/COCO_val2014_000000170474.jpg,lasco_img_301438,45,151,23,mmembed,mmembed,qwen3vl8b_vllm,0,0,0,0
156,,unresolved,unresolved,multimodal_needed,The people are driving,val2014/COCO_val2014_000000153279.jpg,lasco_img_259452,138,168,824,mmembed,vlm2vec_v2,lamra_qwen25vl,0,0,0,0
158,,unresolved,unresolved,multimodal_needed,Change the sign's color to red,val2014/COCO_val2014_000000415325.jpg,lasco_img_484029,277,96,260,voyage_multimodal_35,qwen3vl8b_vllm,gme_qwen2vl_retriever_2,0,0,0,0
159,,composition_required,composition_required,multimodal_needed,The sign says 'stop',val2014/COCO_val2014_000000415325.jpg,lasco_img_525050,7,23,112,lamra,qwen3vl2b_vllm,e5_omni,2,0,0,0
161,,unresolved,unresolved,multimodal_needed,The dogs are not the same breed,val2014/COCO_val2014_000000008351.jpg,lasco_img_443537,16,54,52,vlm2vec_v2,voyage_multimodal_35,gemini_embedding_2,0,0,0,0
162,,composition_required,composition_required,multimodal_needed,She has no intention of finishing the book,val2014/COCO_val2014_000000310035.jpg,lasco_img_10534,5,70,13,gme_qwen2vl_retriever_2,rzen_embed,vlm2vec_v2,3,0,0,0
163,,composition_required,composition_required,multimodal_needed,Change the aircraft to be in flight,val2014/COCO_val2014_000000526711.jpg,lasco_img_185622,5,403,12,e5_omni,lamra_qwen25vl,e5_omni,1,0,0,0
165,,unresolved,unresolved,multimodal_needed,The bear is brown,val2014/COCO_val2014_000000202860.jpg,lasco_img_51928,78,461,79,,lamra,,0,0,0,0
166,,unresolved,unresolved,multimodal_needed,The woman is in the living room,val2014/COCO_val2014_000000202860.jpg,lasco_img_476398,484,32,358,,e5_omni,mmembed,0,0,0,0
169,,unresolved,unresolved,multimodal_needed,This is a standard clock,val2014/COCO_val2014_000000450655.jpg,lasco_img_414711,308,76,422,lamra,lamra,lamra,0,0,0,0
170,,unresolved,unresolved,multimodal_needed,The man is not funny,val2014/COCO_val2014_000000308506.jpg,lasco_img_88695,462,446,1984,mmembed,lamra_qwen25vl,lamra_qwen25vl,0,0,0,0
172,,unresolved,unresolved,multimodal_needed,The boats should be passenger boats,val2014/COCO_val2014_000000287663.jpg,lasco_img_171932,883,317,1348,mmembed,e5_omni,lamra,0,0,0,0
173,,unresolved,unresolved,multimodal_needed,The sand color should be brown,val2014/COCO_val2014_000000287663.jpg,lasco_img_24921,212,5188,112,e5_omni,mmembed,e5_omni,0,0,0,0
174,,unresolved,unresolved,multimodal_needed,They should play frisbee,val2014/COCO_val2014_000000372913.jpg,lasco_img_219841,169,50,253,gemini_embedding_2,qwen3vl2b_vllm,gemini_embedding_2,0,0,0,0
178,,unresolved,unresolved,multimodal_needed,The writing on the signs is black,val2014/COCO_val2014_000000060730.jpg,lasco_img_237964,11,125,36,gemini_embedding_2,gemini_embedding_2,mmembed,0,0,0,0
180,,unresolved,unresolved,multimodal_needed,Find this with a green ball,val2014/COCO_val2014_000000566908.jpg,lasco_img_325043,127,200,206,qwen3vl8b_vllm,qwen3vl8b_vllm,,0,0,0,0
181,,unresolved,unresolved,multimodal_needed,The man is not going for a job,val2014/COCO_val2014_000000566908.jpg,lasco_img_331856,55,157,60,,rzen_embed,,0,0,0,0
182,,unresolved,unresolved,multimodal_needed,Only three wheels of the bus should be showing,val2014/COCO_val2014_000000387136.jpg,lasco_img_365177,63,15,99,qwen3vl8b_vllm,rzen_embed,e5_omni,0,0,0,0
183,,unresolved,unresolved,multimodal_needed,The tire isn't slightly flat,val2014/COCO_val2014_000000387136.jpg,lasco_img_440043,129,423,740,voyage_multimodal_35,voyage_multimodal_35,gemini_embedding_2,0,0,0,0
184,,unresolved,unresolved,multimodal_needed,All the cars are parked,val2014/COCO_val2014_000000556345.jpg,lasco_img_463203,205,51,171,gemini_embedding_2,qwen3vl8b_vllm,qwen3vl2b_vllm,0,0,0,0
185,,unresolved,unresolved,multimodal_needed,It is noon,val2014/COCO_val2014_000000309753.jpg,lasco_img_185802,56,1472,82,gemini_embedding_2,gme_qwen2vl_retriever_2,mmembed,0,0,0,0
186,,unresolved,unresolved,multimodal_needed,There are zero door hinges visible,val2014/COCO_val2014_000000309753.jpg,lasco_img_92051,967,597,2947,gemini_embedding_2,mmembed,,0,0,0,0
188,,unresolved,unresolved,multimodal_needed,"In this shot, find 2 different poses",val2014/COCO_val2014_000000516865.jpg,lasco_img_309467,24,32,67,mmembed,rzen_embed,mmembed,0,0,0,0
189,,unresolved,unresolved,multimodal_needed,A train is floating in the air,val2014/COCO_val2014_000000096354.jpg,lasco_img_260627,158,88,1074,mmembed,gme_qwen2vl_retriever_2,,0,0,0,0
191,,unresolved,unresolved,multimodal_needed,The countertop should be gray,val2014/COCO_val2014_000000555356.jpg,lasco_img_213091,130,23,208,voyage_multimodal_35,voyage_multimodal_35,e5_omni,0,0,0,0
192,,unresolved,unresolved,multimodal_needed,The room is cooled off by a ceiling fan.,val2014/COCO_val2014_000000211107.jpg,lasco_img_232357,115,18,283,gemini_embedding_2,lamra,mmembed,0,0,0,0
197,,unresolved,unresolved,multimodal_needed,This picture is not black and white,val2014/COCO_val2014_000000381551.jpg,lasco_img_560440,588,1232,609,mmembed,lamra,mmembed,0,0,0,0
198,,unresolved,unresolved,multimodal_needed,add some trees to the photo,val2014/COCO_val2014_000000381551.jpg,lasco_img_26201,433,4487,223,mmembed,,mmembed,0,0,0,0
199,,unresolved,unresolved,multimodal_needed,The sun is not shining,val2014/COCO_val2014_000000123843.jpg,lasco_img_507893,22,1334,25,gme_qwen2vl_retriever_2,e5_omni,mmembed,0,0,0,0
203,,unresolved,unresolved,multimodal_needed,The train is not moving,val2014/COCO_val2014_000000293468.jpg,lasco_img_511999,24,86,209,gemini_embedding_2,gemini_embedding_2,mmembed,0,0,0,0
204,,unresolved,unresolved,multimodal_needed,The girl's hair is brown,val2014/COCO_val2014_000000375483.jpg,lasco_img_551974,265,642,201,,gemini_embedding_2,voyage_multimodal_35,0,0,0,0
205,,unresolved,unresolved,multimodal_needed,The animal featured on the girls shirt is a fish,val2014/COCO_val2014_000000375483.jpg,lasco_img_115875,39,20,49,gemini_embedding_2,gemini_embedding_2,lamra,0,0,0,0
206,,unresolved,unresolved,multimodal_needed,It's a donut,val2014/COCO_val2014_000000461572.jpg,lasco_img_315281,75,24,342,mmembed,e5_omni,rzen_embed,0,0,0,0
207,,unresolved,unresolved,multimodal_needed,There are two clock faces on this structure,val2014/COCO_val2014_000000384794.jpg,lasco_img_378657,22,48,36,lamra,qwen3vl8b_vllm,gemini_embedding_2,0,0,0,0
