query_idx,query_id,aggregate_label,aggregate_detail_label,legacy_category,query_text,query_image_ref,primary_pos_cand_id,rank_multimodal,rank_text_only,rank_image_only,best_retriever_multimodal,best_retriever_text_only,best_retriever_image_only,support_multimodal,support_text_only,support_image_only,support_either_unimodal
222,8:223,composition_required,composition_required,multimodal_needed,Change the crab to a tentacled sea animal.,mbeir_images/cirr_images/dev/dev-147-2-img1.jpg,8:3203,2,11,116,qwen3vl8b_vllm,gme_qwen2vl_retriever_2,e5_omni,7,0,0,0
241,8:242,unresolved,unresolved,multimodal_needed,Boy feeds animals in the mountains.,mbeir_images/cirr_images/dev/dev-910-2-img0.jpg,8:18173,2296,1500,1886,voyage_multimodal_35,e5_omni,e5_omni,0,0,0,0
256,8:257,composition_required,composition_required,multimodal_needed,Add trees to the background.,mbeir_images/cirr_images/dev/dev-940-3-img0.jpg,8:11729,7,1662,23,e5_omni,e5_omni,gme_qwen2vl_retriever_2,1,0,0,0
257,8:258,composition_required,composition_required,multimodal_needed,Remove the jellyfish.,mbeir_images/cirr_images/dev/dev-998-1-img0.jpg,8:19662,2,114,16,lamra_qwen25vl,gemini_embedding_2,gme_qwen2vl_retriever_2,6,0,0,0
271,8:272,unresolved,unresolved,multimodal_needed,Change the monkey to a dog walking.,mbeir_images/cirr_images/dev/dev-149-0-img1.jpg,8:3723,12,25,4411,voyage_multimodal_35,lamra,lamra,0,0,0,0
272,8:273,unresolved,unresolved,multimodal_needed,Add more monkeys.,mbeir_images/cirr_images/dev/dev-149-0-img1.jpg,8:11673,82,46,362,voyage_multimodal_35,e5_omni,qwen3vl8b_vllm,0,0,0,0
289,8:290,unresolved,unresolved,multimodal_needed,Different animal and is awake.,mbeir_images/cirr_images/dev/dev-149-1-img0.jpg,8:6988,99,216,134,qwen3vl8b_vllm,lamra_qwen25vl,mmembed,0,0,0,0
298,8:299,composition_required,composition_required,multimodal_needed,Gorilla rest on a trunk with green leaves behind it.,mbeir_images/cirr_images/dev/dev-149-1-img1.jpg,8:20805,10,18,14,e5_omni,e5_omni,voyage_multimodal_35,1,0,0,0
300,8:301,unresolved,unresolved,multimodal_needed,Same environment different species.,mbeir_images/cirr_images/dev/dev-1042-2-img0.jpg,8:7915,101,454,45,e5_omni,voyage_multimodal_35,voyage_multimodal_35,0,0,0,0
301,8:302,composition_required,composition_required,multimodal_needed,The target shows rice on a tupperware.,mbeir_images/cirr_images/dev/dev-104-2-img0.jpg,8:6114,9,33,25,lamra,lamra,qwen3vl8b_vllm,2,0,0,0
327,8:328,composition_required,composition_required,multimodal_needed,Brown dog looks up at the sky.,mbeir_images/cirr_images/dev/dev-118-0-img0.jpg,8:15169,1,92,159,rzen_embed,voyage_multimodal_35,mmembed,3,0,0,0
329,8:330,composition_required,composition_required,multimodal_needed,Goes from a black and white dog running to two dogs running.,mbeir_images/cirr_images/dev/dev-346-1-img0.jpg,8:3719,2,12,27,qwen3vl2b_vllm,qwen3vl2b_vllm,lamra_qwen25vl,5,0,0,0
331,8:332,unresolved,unresolved,multimodal_needed,Turn bowl into pizza.,mbeir_images/cirr_images/dev/dev-438-1-img1.jpg,8:511,14,57,230,gemini_embedding_2,lamra_qwen25vl,gme_qwen2vl_retriever_2,0,0,0,0
336,8:337,composition_required,composition_required,multimodal_needed,Add a puppy far smaller than the original dog.,mbeir_images/cirr_images/dev/dev-150-2-img1.jpg,8:17656,1,87,13,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,mmembed,7,0,0,0
339,8:340,composition_required,composition_required,multimodal_needed,Turn shrimps into pizza.,mbeir_images/cirr_images/dev/dev-104-2-img1.jpg,8:511,9,29,138,mmembed,lamra_qwen25vl,lamra_qwen25vl,1,0,0,0
345,8:346,composition_required,composition_required,multimodal_needed,Two dogs rests on a gray floor.,mbeir_images/cirr_images/dev/dev-138-3-img1.jpg,8:20946,2,26,26,mmembed,mmembed,gemini_embedding_2,7,0,0,0
347,8:348,unresolved,unresolved,multimodal_needed,Change the pasta to pizza and remove the beer and people.,mbeir_images/cirr_images/dev/dev-365-2-img0.jpg,8:20246,131,27,604,lamra_qwen25vl,lamra,gemini_embedding_2,0,0,0,0
360,8:361,composition_required,composition_required,multimodal_needed,"Remove black dog, add white carpet.",mbeir_images/cirr_images/dev/dev-150-0-img0.jpg,8:1018,2,15,25,rzen_embed,rzen_embed,,8,0,0,0
390,8:391,unresolved,unresolved,multimodal_needed,Put the tub by the window.,mbeir_images/cirr_images/dev/dev-152-0-img1.jpg,8:11861,25,25,361,gemini_embedding_2,gme_qwen2vl_retriever_2,,0,0,0,0
391,8:392,composition_required,composition_required,multimodal_needed,Hang pictures above towels.,mbeir_images/cirr_images/dev/dev-152-0-img1.jpg,8:7797,7,12,131,gemini_embedding_2,rzen_embed,gemini_embedding_2,2,0,0,0
395,8:396,unresolved,unresolved,multimodal_needed,Show half of the body of the man in a striped shirt.,mbeir_images/cirr_images/dev/dev-1049-1-img0.jpg,8:9006,99,13,1041,e5_omni,mmembed,,0,0,0,0
398,8:399,unresolved,unresolved,multimodal_needed,See the under side of the sting ray in the blue water.,mbeir_images/cirr_images/dev/dev-154-0-img1.jpg,8:13496,27,20,35,mmembed,qwen3vl8b_vllm,vlm2vec_v2,0,0,0,0
426,8:427,composition_required,composition_required,multimodal_needed,"Has a brand, has a smaller diameter, different color for the pump.",mbeir_images/cirr_images/dev/dev-454-3-img0.jpg,8:2480,6,12,18,e5_omni,e5_omni,gme_qwen2vl_retriever_2,3,0,0,0
435,8:436,unresolved,unresolved,multimodal_needed,"The picture shows three man, religious.",mbeir_images/cirr_images/dev/dev-489-0-img0.jpg,8:10275,24,39,151,vlm2vec_v2,vlm2vec_v2,,0,0,0,0
449,8:450,unresolved,unresolved,multimodal_needed,Open up the pencil case.,mbeir_images/cirr_images/dev/dev-62-0-img1.jpg,8:15126,17,87,20,lamra,rzen_embed,lamra,0,0,0,0
456,8:457,unresolved,unresolved,multimodal_needed,"Remove the prey, fewer the amount of hyenas and take the shot from a closer angle.",mbeir_images/cirr_images/dev/dev-158-1-img1.jpg,8:9073,93,105,112,gemini_embedding_2,e5_omni,gemini_embedding_2,0,0,0,0
457,8:458,composition_required,composition_required,multimodal_needed,Add a man.,mbeir_images/cirr_images/dev/dev-158-0-img1.jpg,8:5710,1,52,158,rzen_embed,e5_omni,qwen3vl2b_vllm,10,0,0,0
466,8:467,unresolved,unresolved,multimodal_needed,Change the animals and have them being more friendly.,mbeir_images/cirr_images/dev/dev-3-2-img1.jpg,8:13663,588,1090,820,gme_qwen2vl_retriever_2,lamra,mmembed,0,0,0,0
473,8:474,unresolved,unresolved,multimodal_needed,Animal drags around the prey.,mbeir_images/cirr_images/dev/dev-158-1-img1.jpg,8:4899,13,63,19,e5_omni,voyage_multimodal_35,,0,0,0,0
474,8:475,unresolved,unresolved,multimodal_needed,Show the side view of the animal on the dirt with its head lifted up and looking straight ahead.,mbeir_images/cirr_images/dev/dev-158-2-img0.jpg,8:86,19,50,11,qwen3vl8b_vllm,lamra,qwen3vl2b_vllm,0,0,0,0
476,8:477,composition_required,composition_required,multimodal_needed,Remove the humans and add two more bottles.,mbeir_images/cirr_images/dev/dev-1052-2-img1.jpg,8:21541,10,11,130,qwen3vl8b_vllm,lamra,,1,0,0,0
498,8:499,unresolved,unresolved,multimodal_needed,"Change to focus on a pack of hyenas, must be in natural wild desert habitat.",mbeir_images/cirr_images/dev/dev-287-2-img1.jpg,8:11140,27,11,1419,mmembed,vlm2vec_v2,gemini_embedding_2,0,0,0,0
499,8:500,composition_required,composition_required,multimodal_needed,"Change focus onto a singular wild wolf, must be in full profile view and looking to the left.",mbeir_images/cirr_images/dev/dev-158-2-img1.jpg,8:3078,4,142,126,qwen3vl8b_vllm,qwen3vl8b_vllm,mmembed,2,0,0,0
504,8:505,composition_required,composition_required,multimodal_needed,Animals blend with their background as they run across the field.,mbeir_images/cirr_images/dev/dev-158-3-img0.jpg,8:4895,6,40,363,mmembed,lamra_qwen25vl,mmembed,1,0,0,0
508,8:509,unresolved,unresolved,multimodal_needed,Focus on the front half of the dog who's looking up the grass.,mbeir_images/cirr_images/dev/dev-1053-2-img1.jpg,8:10888,25,103,38,mmembed,rzen_embed,lamra_qwen25vl,0,0,0,0
521,8:522,composition_required,composition_required,multimodal_needed,Add a dog with point ears and have them outside by a tree.,mbeir_images/cirr_images/dev/dev-1053-3-img1.jpg,8:7873,1,35,33,lamra,rzen_embed,gemini_embedding_2,6,0,0,0
529,8:530,unresolved,unresolved,multimodal_needed,A laptop with a blue screen instead of a lot of old TVs stacked in stacks.,mbeir_images/cirr_images/dev/dev-1014-2-img0.jpg,8:5092,13,20,577,qwen3vl8b_vllm,qwen3vl8b_vllm,e5_omni,0,0,0,0
533,8:534,composition_required,composition_required,multimodal_needed,Put a green fence behind the animal running in the field.,mbeir_images/cirr_images/dev/dev-551-3-img1.jpg,8:5915,3,19,313,mmembed,mmembed,lamra_qwen25vl,2,0,0,0
537,8:538,composition_required,composition_required,multimodal_needed,Look at the opened laptop straight on.,mbeir_images/cirr_images/dev/dev-162-0-img0.jpg,8:5092,6,64,520,qwen3vl8b_vllm,lamra,e5_omni,3,0,0,0
563,8:564,unresolved,unresolved,multimodal_needed,Put white pillows on the bed.,mbeir_images/cirr_images/dev/dev-553-0-img0.jpg,8:14742,47,56,313,qwen3vl8b_vllm,qwen3vl8b_vllm,vlm2vec_v2,0,0,0,0
593,8:594,unresolved,unresolved,multimodal_needed,Different environment and pillow patterns.,mbeir_images/cirr_images/dev/dev-106-2-img1.jpg,8:13431,47,148,46,gemini_embedding_2,lamra,qwen3vl2b_vllm,0,0,0,0
609,8:610,unresolved,unresolved,multimodal_needed,"The room is a lot more sorted, more modern.",mbeir_images/cirr_images/dev/dev-106-2-img1.jpg,8:14828,223,215,511,qwen3vl8b_vllm,gemini_embedding_2,e5_omni,0,0,0,0
620,8:621,unresolved,unresolved,multimodal_needed,Remove the human change background to a single blurry human.,mbeir_images/cirr_images/dev/dev-712-3-img0.jpg,8:20210,29,1629,111,qwen3vl8b_vllm,rzen_embed,qwen3vl8b_vllm,0,0,0,0
627,8:628,unresolved,unresolved,multimodal_needed,Put a black hat on the dog.,mbeir_images/cirr_images/dev/dev-108-1-img0.jpg,8:18362,18,31,70,gemini_embedding_2,gemini_embedding_2,qwen3vl8b_vllm,0,0,0,0
631,8:632,unresolved,unresolved,multimodal_needed,Add windows to the left of the bed.,mbeir_images/cirr_images/dev/dev-384-1-img0.jpg,8:4031,15,42,34,mmembed,e5_omni,,0,0,0,0
637,8:638,unresolved,unresolved,multimodal_needed,Dog chases a green ball.,mbeir_images/cirr_images/dev/dev-167-1-img1.jpg,8:20017,27,79,90,qwen3vl8b_vllm,qwen3vl8b_vllm,qwen3vl2b_vllm,0,0,0,0
644,8:645,unresolved,unresolved,multimodal_needed,Snow plow clears the snow on the roads.,mbeir_images/cirr_images/dev/dev-20-1-img0.jpg,8:18070,16,30,434,vlm2vec_v2,vlm2vec_v2,lamra,0,0,0,0
645,8:646,unresolved,unresolved,multimodal_needed,Put a couple of people and animals to the left of the dog.,mbeir_images/cirr_images/dev/dev-504-1-img0.jpg,8:7265,17,48,230,voyage_multimodal_35,voyage_multimodal_35,lamra,0,0,0,0
648,8:649,unresolved,unresolved,multimodal_needed,"The dogs are in the snow, with a triney.",mbeir_images/cirr_images/dev/dev-1020-3-img1.jpg,8:7565,202,123,636,mmembed,mmembed,mmembed,0,0,0,0
653,8:654,unresolved,unresolved,multimodal_needed,The target photo is of a group of dogs pulling a small blue sled with a man in black and yellow steering.,mbeir_images/cirr_images/dev/dev-31-2-img0.jpg,8:7856,48,66,29,rzen_embed,rzen_embed,gme_qwen2vl_retriever_2,0,0,0,0
655,8:656,unresolved,unresolved,multimodal_needed,Put a tree trunk to the left of the dog standing on the grass.,mbeir_images/cirr_images/dev/dev-713-1-img1.jpg,8:7358,94,29,255,lamra_qwen25vl,gme_qwen2vl_retriever_2,lamra_qwen25vl,0,0,0,0
661,8:662,composition_required,composition_required,multimodal_needed,Red snow plow is seen in the middle of a street.,mbeir_images/cirr_images/dev/dev-1001-1-img1.jpg,8:18070,3,11,406,vlm2vec_v2,vlm2vec_v2,voyage_multimodal_35,3,0,0,0
662,8:663,composition_required,composition_required,multimodal_needed,Put a forest of trees and blue sky behind the horse led sled.,mbeir_images/cirr_images/dev/dev-1001-1-img1.jpg,8:623,9,11,44,qwen3vl8b_vllm,qwen3vl8b_vllm,lamra,1,0,0,0
665,8:666,composition_required,composition_required,multimodal_needed,Change the two dogs so they are the same breed and look similar.,mbeir_images/cirr_images/dev/dev-869-2-img0.jpg,8:474,2,32,48,gemini_embedding_2,gme_qwen2vl_retriever_2,voyage_multimodal_35,1,0,0,0
666,8:667,unresolved,unresolved,multimodal_needed,Change the animal to a pug.,mbeir_images/cirr_images/dev/dev-100-1-img0.jpg,8:5029,11,51,166,qwen3vl8b_vllm,qwen3vl8b_vllm,rzen_embed,0,0,0,0
671,8:672,unresolved,unresolved,multimodal_needed,Have the dog facing toward the camera with its mouth open.,mbeir_images/cirr_images/dev/dev-167-3-img0.jpg,8:9173,13,79,133,gme_qwen2vl_retriever_2,gme_qwen2vl_retriever_2,e5_omni,0,0,0,0
677,8:678,unresolved,unresolved,multimodal_needed,"Make the dog a buddy that is sitting on black furniture, looking at the camera.",mbeir_images/cirr_images/dev/dev-109-2-img1.jpg,8:3911,29,48,238,qwen3vl8b_vllm,rzen_embed,qwen3vl8b_vllm,0,0,0,0
688,8:689,unresolved,unresolved,multimodal_needed,Have the dog stand up facing right.,mbeir_images/cirr_images/dev/dev-794-1-img1.jpg,8:13986,90,71,187,mmembed,lamra,,0,0,0,0
693,8:694,unresolved,unresolved,multimodal_needed,Be a different breed dog.,mbeir_images/cirr_images/dev/dev-855-1-img1.jpg,8:18334,376,126,340,lamra_qwen25vl,mmembed,lamra_qwen25vl,0,0,0,0
694,8:695,unresolved,unresolved,multimodal_needed,A grown dog of the same breed.,mbeir_images/cirr_images/dev/dev-238-0-img1.jpg,8:3728,71,1128,136,gme_qwen2vl_retriever_2,mmembed,gemini_embedding_2,0,0,0,0
695,8:696,unresolved,unresolved,multimodal_needed,Be a different breed and color.,mbeir_images/cirr_images/dev/dev-109-2-img1.jpg,8:13025,154,397,200,qwen3vl8b_vllm,gemini_embedding_2,e5_omni,0,0,0,0
703,8:704,unresolved,unresolved,multimodal_needed,The target photo is a small brown and white dog off leash in a grassy area.,mbeir_images/cirr_images/dev/dev-109-2-img1.jpg,8:2087,94,131,3126,rzen_embed,mmembed,e5_omni,0,0,0,0
719,8:720,unresolved,unresolved,multimodal_needed,Person puts arms behind head.,mbeir_images/cirr_images/dev/dev-109-3-img0.jpg,8:19294,615,164,4110,qwen3vl8b_vllm,lamra,voyage_multimodal_35,0,0,0,0
723,8:724,unresolved,unresolved,multimodal_needed,Change the bottle to a pillow.,mbeir_images/cirr_images/dev/dev-1002-0-img0.jpg,8:253,15,33,2360,qwen3vl2b_vllm,lamra,voyage_multimodal_35,0,0,0,0
740,8:741,unresolved,unresolved,multimodal_needed,Gorilla with the white behind looks to the right.,mbeir_images/cirr_images/dev/dev-169-0-img0.jpg,8:2369,17,27,57,gemini_embedding_2,qwen3vl2b_vllm,gemini_embedding_2,0,0,0,0
760,8:761,unresolved,unresolved,multimodal_needed,"Facing the other direction, closer photo.",mbeir_images/cirr_images/dev/dev-169-0-img0.jpg,8:6913,21,225,69,rzen_embed,rzen_embed,qwen3vl2b_vllm,0,0,0,0
764,8:765,unresolved,unresolved,multimodal_needed,"Change to a dark green grassy background, must include large dark grey animal in background.",mbeir_images/cirr_images/dev/dev-333-3-img0.jpg,8:13692,41,190,1737,lamra,qwen3vl8b_vllm,lamra,0,0,0,0
771,8:772,unresolved,unresolved,multimodal_needed,Different background.,mbeir_images/cirr_images/dev/dev-169-1-img1.jpg,8:3190,11,756,18,lamra,e5_omni,lamra,0,0,0,0
778,8:779,unresolved,unresolved,multimodal_needed,Show a different animal alone on grass.,mbeir_images/cirr_images/dev/dev-112-1-img0.jpg,8:1554,112,42,479,lamra,rzen_embed,qwen3vl2b_vllm,0,0,0,0
779,8:780,unresolved,unresolved,multimodal_needed,Shows four zebras in grasslands.,mbeir_images/cirr_images/dev/dev-112-1-img0.jpg,8:1437,12,15,156,rzen_embed,e5_omni,,0,0,0,0
792,8:793,unresolved,unresolved,multimodal_needed,Fewer animals.,mbeir_images/cirr_images/dev/dev-421-1-img0.jpg,8:16938,63,623,89,mmembed,gemini_embedding_2,mmembed,0,0,0,0
793,8:794,unresolved,unresolved,multimodal_needed,More number of animals and different species.,mbeir_images/cirr_images/dev/dev-112-2-img0.jpg,8:13663,55,543,16,gme_qwen2vl_retriever_2,voyage_multimodal_35,gme_qwen2vl_retriever_2,0,0,0,0
794,8:795,composition_required,composition_required,multimodal_needed,Different containers.,mbeir_images/cirr_images/dev/dev-1002-2-img1.jpg,8:17322,7,42,24,qwen3vl2b_vllm,voyage_multimodal_35,qwen3vl8b_vllm,2,0,0,0
826,8:827,unresolved,unresolved,multimodal_needed,"The target photo is of a light brick building, home with a grassy yard and white brick path.",mbeir_images/cirr_images/dev/dev-112-2-img1.jpg,8:11732,32,36,1116,e5_omni,e5_omni,lamra_qwen25vl,0,0,0,0
833,8:834,composition_required,composition_required,multimodal_needed,Open up the green pencil case.,mbeir_images/cirr_images/dev/dev-168-3-img0.jpg,8:3658,9,12,192,gme_qwen2vl_retriever_2,voyage_multimodal_35,,1,0,0,0
836,8:837,unresolved,unresolved,multimodal_needed,Have a different animal underwater.,mbeir_images/cirr_images/dev/dev-172-0-img1.jpg,8:12937,29,30,738,mmembed,lamra_qwen25vl,vlm2vec_v2,0,0,0,0
